"","Mycontrast.logFC","Mycontrast.t","Mycontrast.P.Value","Mycontrast.adj.P.Val","Mycontrast.B"
"MEIS2",2.56577213951868,9.11248464517815,8.61485760259007e-16,4.35050308930798e-14,25.3940480422349
"TLCD1",-2.74596792377432,-9.1196980051845,8.26507384071511e-16,4.20763553985188e-14,25.3903178181761
"APCDD1",2.88758518102442,9.13300685730261,7.65641334143286e-16,3.94171225371588e-14,25.3853729509973
"CXCL12",2.82882896412452,9.13778710730193,7.44886923857417e-16,3.84984331623339e-14,25.323447267254
"RNF187",-1.10802789112447,-9.13134340544269,7.72997778436213e-16,3.96416031259284e-14,25.3196042529747
"PPM1F",1.46560191479408,9.11740910030526,8.37450565623814e-16,4.24532890182708e-14,25.2291309482825
"RAD54L",-2.89005916782283,-9.06454419891812,1.13450024269345e-15,5.70744209546655e-14,25.1362186090628
"SYNM",4.46335906125586,9.05731590817644,1.1825470754756e-15,5.88206028406679e-14,24.9385402112477
"TFR2",-3.50835005284444,-9.03190828902554,1.36807931945323e-15,6.77942227553769e-14,24.9213034924692
"TNS1",3.16879149792237,9.06262632976343,1.14705566645841e-15,5.74874754655727e-14,24.9086591184984
"NDRG2",2.77940430726833,9.06110262565608,1.15712920320313e-15,5.77734961795497e-14,24.8744837644586
"MME",4.28191681172781,9.01100357351957,1.54225432579903e-15,7.52972951462989e-14,24.7996606961787
"LRIG3",2.17489262964743,9.01671203968951,1.49261189904148e-15,7.34154202089884e-14,24.7871254759018
"ACADVL",1.38758296257808,9.01393409423277,1.51656776781196e-15,7.43174375404445e-14,24.6387713575975
"PAFAH1B3",-2.27939765613571,-9.01807568451288,1.48099060363141e-15,7.31156219277881e-14,24.6271355092943
"CDCA5",-2.63827785087695,-8.9919840956324,1.71981863966144e-15,8.36577956667664e-14,24.6179829933668
"RTKN2",-2.33802010249095,-8.97541481150155,1.89100719717623e-15,9.13135628680243e-14,24.6017585673834
"MMP13",-6.10188944845722,-8.95681496230377,2.10345157308517e-15,1.00836115085108e-13,24.5202133222094
"EZH2",-2.27354253283222,-8.97593245653316,1.88541078210777e-15,9.13135628680243e-14,24.506762263323
"CDC45",-2.93100527084583,-8.93427941773035,2.39290353969868e-15,1.13478518758972e-13,24.3994636671269
"ENSA",-1.3226381832381,-8.9631272194714,2.02881653420544e-15,9.76118965966262e-14,24.3842720325939
"NME7",-1.66073841386587,-8.95523505188329,2.1225558582886e-15,1.01384608523525e-13,24.3795914180027
"TUFT1",-1.90597423549349,-8.94391994061611,2.26451987243938e-15,1.07776483569228e-13,24.212922685252
"SMC4",-1.7270091424733,-8.93360453562969,2.40215764658666e-15,1.13510527935672e-13,24.1514378028196
"DNA2",-2.10787211601396,-8.88575060738123,3.15780524356126e-15,1.47115919639292e-13,24.0981954499498
"SYNE1",2.14846905400574,8.91443239473412,2.68046172049334e-15,1.25988822929629e-13,24.0574881104247
"ESPL1",-2.76393048779627,-8.88511652843258,3.16926250902778e-15,1.47131621954198e-13,24.050490503036
"TIMM17A",-1.40332347535519,-8.91411866355584,2.68527307581855e-15,1.25988822929629e-13,24.0279943271002
"OAZ3",-1.97554525351305,-8.86754079313919,3.50384472016414e-15,1.61530904155023e-13,24.0206667000532
"DTYMK",-1.16875223830415,-8.89304031782767,3.02901053164386e-15,1.4161426976742e-13,23.9720644578065
"SLC12A4",1.69085401874672,8.87699688175827,3.31968627930999e-15,1.53576115949477e-13,23.8589185844605
"AURKB",-3.13610989285357,-8.81431522228266,4.74688904373892e-15,2.17322107050898e-13,23.7268742856185
"RCBTB2",1.30950847393157,8.8111780038841,4.83253675028572e-15,2.20480323251829e-13,23.6418636810948
"HAPLN1",-6.2861976115062,-8.83849271494416,4.1355665704519e-15,1.89991948936281e-13,23.6149315190323
"BLM",-2.25416929211035,-8.79483230173874,5.30428743209029e-15,2.39525689467531e-13,23.6048114519346
"MYLK",3.11825259863921,8.81009419780576,4.86248114135591e-15,2.21084151138419e-13,23.4688519732971
"ZNF281",-1.78361783743595,-8.80533315583448,4.99622546310138e-15,2.26387188706488e-13,23.4172583164929
"MAML2",2.66837086665248,8.77336718873838,5.9940326635889e-15,2.66131027422633e-13,23.3713259477365
"PTPN14",2.16637142168436,8.79353317928434,5.34369004532812e-15,2.40484227856246e-13,23.3677917551767
"NSL1",-1.0592857770288,-8.78951853039342,5.46730486179748e-15,2.45213256360822e-13,23.3661634077301
"MTX1",-1.23235936025642,-8.78530300470866,5.60016768414413e-15,2.50323711584159e-13,23.3461116727699
"PTPN21",2.08587337693417,8.75699012562542,6.57966571043006e-15,2.91155709079265e-13,23.3041360527688
"FLYWCH2",-1.13985855974064,-8.78003527527488,5.77071666684305e-15,2.57078627000001e-13,23.2942880696905
"SPAG5",-2.58923768735689,-8.75135169831923,6.79419020145245e-15,2.99646435184724e-13,23.2142525468853
"GPRIN1",-3.10056785171744,-8.71289427336823,8.45497705246046e-15,3.63207147341248e-13,23.1514237442322
"FCGR1A",-2.753051174597,-8.70153921874151,9.01849178010269e-15,3.80011671154582e-13,23.1141776016456
"MYL9",2.35759042417602,8.74291606183447,7.12819826761388e-15,3.1333286139136e-13,23.1138742184149
"ARHGAP11A",-2.42829434806424,-8.72114629627576,8.06756407813048e-15,3.49973574812277e-13,23.0935361633477
"ZNF764",-1.26379869354152,-8.7094402948802,8.62257586355592e-15,3.68017100808737e-13,23.0619322098384
"LIG3",-1.37860290252447,-8.7403535580061,7.23285827305015e-15,3.16880621889823e-13,23.0543708031701
"TAGLN",2.57951008568728,8.72854783736412,7.73512799327175e-15,3.377672557062e-13,23.0377834975313
"CDK5",-1.32953337913374,-8.70965411625128,8.61210523885665e-15,3.68017100808737e-13,23.002092015866
"PSEN2",-1.33593841766565,-8.72183286059109,8.03613862725639e-15,3.49757072951412e-13,22.9831254167221
"ZWILCH",-1.26741466424995,-8.70696937820448,8.74449677069656e-15,3.7202069701957e-13,22.9705280810378
"TIMELESS",-1.49011401865674,-8.71857653946304,8.18627592330755e-15,3.53962799808112e-13,22.9492195947634
"HYLS1",-1.73821633317475,-8.67862294433028,1.02720255407274e-14,4.28735551827646e-13,22.9052022588773
"DAB2IP",1.93385036598749,8.71347436925316,8.4271483693996e-15,3.63190879724841e-13,22.9043275016297
"TUBG1",-1.49528049544518,-8.70292768584796,8.94763041989777e-15,3.79388383211788e-13,22.8451200342656
"YAP1",1.45193022407643,8.69979946636343,9.10806958990089e-15,3.82567837282472e-13,22.8338358802769
"SLC25A39",-1.14873990319518,-8.69421467032376,9.40164744477323e-15,3.93649358676565e-13,22.8319908387684
"RAD54B",-1.96802866735431,-8.64303296614822,1.2570666960376e-14,5.16529486188619e-13,22.788762954666
"DIAPH3",-2.51500750588056,-8.63870528947475,1.28829736814008e-14,5.27723296528216e-13,22.7296709578398
"RBMS2",1.44079245572814,8.65931670403752,1.14615492099877e-14,4.76879740872161e-13,22.6202338576121
"ARV1",-1.50972164486564,-8.6520231487019,1.19457527292484e-14,4.95467882008418e-13,22.6136394577987
"TRAIP",-1.71122580182425,-8.60792872619457,1.53379686003157e-14,6.13101699549175e-13,22.5802639697512
"SIRPA",1.89843682301221,8.64700848350998,1.22904140293522e-14,5.07347095128453e-13,22.5580917680217
"TOR1AIP2",-1.03996707007457,-8.64674417867245,1.23088517524173e-14,5.07347095128453e-13,22.5351902022353
"FANCB",-2.04208884676158,-8.60938948637871,1.52115714139193e-14,6.117455968923e-13,22.5293311481849
"NKAIN1",-5.54519324287092,-8.60811988128713,1.53213690584201e-14,6.13101699549175e-13,22.5245188272819
"FASTKD3",-1.13411630976625,-8.60987904251858,1.51694430814636e-14,6.117455968923e-13,22.4969674566032
"TOR2A",-1.22923568819885,-8.61313548316286,1.48921503390999e-14,6.02562816931593e-13,22.4576380992705
"BNIP2",1.05473847436754,8.63055104944052,1.34925391177117e-14,5.50986990945812e-13,22.4422551394836
"MORN2",-1.4125927750769,-8.5923745883113,1.67503449517277e-14,6.63544353462003e-13,22.3892472108749
"COG7",-1.09114357237106,-8.61845663656152,1.44498498333389e-14,5.86460009646954e-13,22.3810787106812
"PYCR2",-1.11893990329167,-8.6199418127498,1.43287490969318e-14,5.83334397850784e-13,22.3713283411918
"SAMD14",-2.05149749791472,-8.56150589754816,1.99475526292544e-14,7.78542975922316e-13,22.3305908589664
"FAM111B",-3.02031054714142,-8.57775251798355,1.81957433397507e-14,7.1651154800072e-13,22.3204111834175
"C3orf67",-2.55197038839051,-8.55179256898098,2.1073967482168e-14,8.1055134812955e-13,22.2872782111828
"MND1",-3.02628186368579,-8.55261439859836,2.09762631046199e-14,8.09145589321359e-13,22.2701512657086
"METTL7A",2.08032091004736,8.60044842636476,1.60017787680838e-14,6.37709442411194e-13,22.2672151449268
"FDXACB1",-1.49105451764366,-8.54162027765879,2.23214349108958e-14,8.51109237193263e-13,22.2259228747913
"C2orf15",-1.88551251489126,-8.54519550758712,2.18748395397165e-14,8.36491335115575e-13,22.2200176771656
"POGK",-1.36345289980667,-8.58858525159182,1.71135798196741e-14,6.75909774907787e-13,22.2182425553555
"PSRC1",-1.97071062848903,-8.54537240557771,2.1852974676727e-14,8.36491335115575e-13,22.1680143336972
"TARS2",-1.30190179520872,-8.57460230775788,1.8523023398922e-14,7.27234785136906e-13,22.1212318085693
"CCDC112",-1.04620087965108,-8.53971825552805,2.25627055905289e-14,8.553786752673e-13,22.1206783697411
"RFC5",-1.06306734266828,-8.55349336954053,2.08722637805787e-14,8.08786823865511e-13,22.0814167647846
"RPA3",-1.16564253253821,-8.55320916652455,2.09058343104833e-14,8.08786823865511e-13,22.0740932942919
"SFXN1",-1.10726001295708,-8.56409660286118,1.96573680922983e-14,7.69487092394079e-13,22.0692019023323
"MCM10",-3.22423557732858,-8.51228871363835,2.63446446162523e-14,9.87439073421061e-13,22.0422784816425
"TMEM63B",-1.12720935037472,-8.55322187195636,2.09043323782344e-14,8.08786823865511e-13,21.9978875502781
"CACHD1",2.54405342740825,8.50966215208975,2.67382920901144e-14,9.97211081183189e-13,21.9461888307176
"MLLT11",-1.83944612869562,-8.50954425445002,2.67560980893381e-14,9.97211081183189e-13,21.9433239336425
"PPP4C",-1.19360138247454,-8.54109596267739,2.23876867872483e-14,8.51182424948513e-13,21.9406730793911
"GORAB",-1.31288893136666,-8.50443011058366,2.75399353739249e-14,1.01782370092849e-12,21.8733770704647
"CAV2",3.25958760029763,8.5078681992408,2.70105101656556e-14,1.00386533708368e-12,21.8653322551054
"WDR62",-2.55850540389807,-8.4845961889839,3.08018171455115e-14,1.13205234070073e-12,21.8532992777668
"NUDT16L1",-1.18531855016225,-8.52572257491719,2.44196055265472e-14,9.2313085920499e-13,21.8488288615337
"LAGE3",-1.57906126943656,-8.50650933254152,2.72185395571387e-14,1.00876329658404e-12,21.8471651062169
"ABHD12",-1.47719337411066,-8.51705434878797,2.56450630232006e-14,9.66694669116716e-13,21.803908830407
"SF3B4",-1.39865599464921,-8.51447966358021,2.60206941352296e-14,9.78067625293245e-13,21.7979834658909
"RIBC2",-2.79469613349413,-8.46541083001193,3.43217270311089e-14,1.24755706139726e-12,21.7801967992412
"PROS1",2.30444667233105,8.48288727971456,3.1100215361041e-14,1.13985304554552e-12,21.7724239187236
"IPPK",-1.38010860488634,-8.46081864071357,3.52218964224951e-14,1.27676962072886e-12,21.7185078889837
"PPM1J",-2.40326314883943,-8.46782370217979,3.38579536103042e-14,1.23749885143076e-12,21.710073287097
"ZNF668",-1.29165530732745,-8.44960197290017,3.75204823507151e-14,1.35267984191365e-12,21.6535734675893
"F11R",-1.19161831751732,-8.45985947542481,3.54128558306424e-14,1.28018441392139e-12,21.5246538537469
"MAZ",-1.21825422563388,-8.46541724100733,3.43204864584264e-14,1.24755706139726e-12,21.5202590060577
"KRTCAP2",-1.68391745525774,-8.44605600909403,3.82777034175233e-14,1.37622905955775e-12,21.4865788225316
"RHOU",3.00090877996487,8.43251692054432,4.13112305286743e-14,1.47726727331051e-12,21.4462626572796
"PGP",-1.56588923065962,-8.43503811449533,4.0728781060647e-14,1.46038618486022e-12,21.4343917078363
"CCT3",-1.52548617853519,-8.42472275948822,4.31647139285317e-14,1.53524819889356e-12,21.40600829282
"WT1",-6.2356963962963,-8.48624206363219,3.05171164594511e-14,1.12471300243732e-12,21.3715421599376
"ZNF124",-1.50822576086522,-8.38683847304204,5.34197219826215e-14,1.85999037250544e-12,21.3538711218228
"RHBDL1",-2.49954926491235,-8.3842640212081,5.41985905231273e-14,1.88215630239238e-12,21.3499786323397
"BOC",3.04044620200935,8.39415309638377,5.12669462792412e-14,1.79447874661545e-12,21.3364912051106
"GPRC5B",2.04000493893626,8.41869433859319,4.46547765308575e-14,1.57975226812774e-12,21.3195553720471
"CLN3",-1.2853347277173,-8.42040615233338,4.42265409699142e-14,1.56879722137516e-12,21.2861689129727
"B4GALT3",-1.36855230422019,-8.42504708148905,4.30859661148678e-14,1.53524819889356e-12,21.2846329779158
"TPM3",-1.45927213077892,-8.39242325813338,5.1768141213918e-14,1.80724083483205e-12,21.2269834429386
"VPS45",-1.03431561765755,-8.4105627199423,4.67459763498727e-14,1.64932270156044e-12,21.2027117063647
"IFNGR1",1.17823688877002,8.40133074020789,4.92383326007985e-14,1.73263930489672e-12,21.1568839604818
"PEX11B",-1.24775785717354,-8.40024131617841,4.95410210312494e-14,1.73866644367231e-12,21.1495829220092
"FAM120A",-1.044607358512,-8.38214714276979,5.4847472215448e-14,1.89970393948323e-12,21.1382958259409
"BARD1",-1.52548369605046,-8.37253941905489,5.78908867476704e-14,1.98433762320836e-12,21.1225643020936
"ENTPD7",-1.42586433704091,-8.36899530920678,5.90554208541168e-14,2.01382029206397e-12,21.1112506791017
"NTHL1",-1.38626766267732,-8.37572121341456,5.68648572926461e-14,1.95932012197657e-12,21.1025435269758
"SPEF1",-3.09780931619675,-8.33586990714979,7.1129673670099e-14,2.400807939615e-12,21.0971560609803
"INHBA",-2.65929962029015,-8.37396848121757,5.74278027122195e-14,1.97357729268929e-12,21.0549611570303
"SIX4",-2.35414535288642,-8.36768893035708,5.94905209989496e-14,2.02344237361723e-12,21.0465342374871
"EAF1",-1.10183687069265,-8.37688558056218,5.64939187587022e-14,1.95162151200101e-12,21.0226417971011
"ZNF687",-1.31557000715297,-8.37027968582284,5.86307316025225e-14,2.00450441817306e-12,20.978028009427
"AMOTL1",2.33243701688264,8.35611026320278,6.34887987569687e-14,2.15389819577808e-12,20.9579460512179
"ZNF48",-1.25770723650986,-8.3487482239868,6.61687196857433e-14,2.23907501320222e-12,20.9107612376993
"PPEF1",-3.38455041905826,-8.2965889581745,8.8660331357027e-14,2.94739910599202e-12,20.868261383237
"LYSMD1",-1.49109745901815,-8.30945741185936,8.24897819146359e-14,2.74917457056057e-12,20.7742103163032
"ZDHHC8",1.3125496018765,8.32353548947619,7.62270526286118e-14,2.56631077182993e-12,20.7621919371299
"NCSTN",-1.07278998690364,-8.31330796067623,8.07277479633632e-14,2.70407299570445e-12,20.7249464650289
"MSRB3",2.32388512748718,8.31126195556049,8.16593048929841e-14,2.72836935110877e-12,20.7204606065207
"MRPS34",-1.18013283659785,-8.32161998275512,7.70505789153139e-14,2.58745230870182e-12,20.7192790465471
"CENPH",-1.52196702621302,-8.26066728961378,1.08418765767303e-13,3.55952528503024e-12,20.620439603945
"WTIP",2.07327668088212,8.26710246796126,1.04582796708629e-13,3.45071068142611e-12,20.6026395421156
"FBXO31",1.1646747662337,8.27828566707392,9.82345942812099e-14,3.24935479233672e-12,20.5263625610213
"CDKN1C",2.94295182475923,8.24668636367116,1.17241054505053e-13,3.83833836404459e-12,20.4661459945553
"CCDC96",-1.62969065175182,-8.2224491708418,1.34256842119983e-13,4.34315960413081e-12,20.4554832807416
"PKD2",1.73163396059606,8.26245645032173,1.07338446816141e-13,3.53282335777203e-12,20.4505751599618
"E2F2",-2.69322526006759,-8.21465875468838,1.40230629119317e-13,4.52534500945775e-12,20.4053225785313
"PPP1R14A",3.22931035025698,8.20528787789257,1.47767007073031e-13,4.74540114219242e-12,20.3922541378368
"GBA",-1.35481598178717,-8.24630525222085,1.17491273330667e-13,3.83833836404459e-12,20.292101515729
"BRCA2",-1.8725597714492,-8.19977331305441,1.52388604285557e-13,4.85844246578845e-12,20.2634567705364
"ABLIM1",1.57816007922764,8.2321098900864,1.27198845573423e-13,4.13505632870262e-12,20.2401652877763
"E2F1",-2.36433582518207,-8.2027473221634,1.49878620730412e-13,4.80155939681377e-12,20.1968961731336
"RFX5",-1.2032309386799,-8.22924400763265,1.2925327318549e-13,4.19154425862062e-12,20.1960111432196
"GEMIN6",-1.04536179749933,-8.19715798504948,1.54630340127399e-13,4.91806257265773e-12,20.1519774292424
"CBX3",-1.24628324077202,-8.20757766811291,1.45889149472218e-13,4.69649473641586e-12,20.1436777756238
"PYCARD",-2.32864898250274,-8.20197829095806,1.50523699112741e-13,4.81057744676491e-12,20.0917505902049
"WISP1",-3.04243905224234,-8.13022772562966,2.24585957483937e-13,6.9104576824883e-12,19.9250758920838
"GABARAPL1",1.75314671309996,8.16882427747505,1.81118742838581e-13,5.7192889892536e-12,19.89728760111
"NES",2.25123420662238,8.1715479590658,1.78388004324732e-13,5.64653513210653e-12,19.8915137888413
"TSEN15",-1.23600484937959,-8.16499167087748,1.85031715783416e-13,5.82893959888185e-12,19.8763109584603
"METRN",-1.95398809396332,-8.16358523981213,1.86488596224066e-13,5.85510709764681e-12,19.8577477981957
"TPM2",2.45163266380715,8.16333651454622,1.86747426136116e-13,5.85510709764681e-12,19.8572374151204
"ZMYND10",-2.91811939556615,-8.10966637753599,2.51820530315145e-13,7.67704478479189e-12,19.7777383239242
"H3F3A",-1.48404840818976,-8.15076749420074,2.00302207558745e-13,6.26524470025947e-12,19.774171399483
"PDZD11",-1.14847895314142,-8.14325439111668,2.08866451712885e-13,6.50238122967808e-12,19.7470828761526
"PSMD4",-1.08085785390237,-8.13859730626815,2.14356620508008e-13,6.65163142976624e-12,19.7369485474484
"RUVBL1",-1.16091463422161,-8.14560696108942,2.06146354299919e-13,6.43283588146752e-12,19.7366213225722
"ADAR",-1.43616365467888,-8.1162268772259,2.4279239610773e-13,7.418905757278e-12,19.7316962788579
"FAM49A",1.98786607105567,8.09907799021052,2.67099694390063e-13,8.10549554237367e-12,19.7273312415962
"MFGE8",2.44256191432859,8.13723127345678,2.15994026602127e-13,6.67714244386155e-12,19.726461478459
"CCDC50",1.26778747283829,8.13833836033094,2.14666058537539e-13,6.65163142976624e-12,19.7000019150273
"SEPHS2",-1.5044153218949,-8.13401712432877,2.19895842404227e-13,6.78191582948793e-12,19.6968326412306
"GFER",-1.13482568804814,-8.12291726287066,2.33916485845409e-13,7.18085620468819e-12,19.6875972248695
"C16orf91",-1.18396687223293,-8.09612169431238,2.71527648426398e-13,8.22098649003731e-12,19.6191527948674
"HCN3",-1.77253773930276,-8.06920512234248,3.15347507011454e-13,9.48264287561033e-12,19.6165309484499
"SAV1",1.09237862221176,8.1198129362884,2.37994099227961e-13,7.28912020112303e-12,19.6091144314322
"CX3CL1",3.74024054422902,8.09571125292034,2.72148143196761e-13,8.22098649003731e-12,19.5266661072913
"E2F8",-3.48726483919579,-8.04412226718228,3.62471747482692e-13,1.07772217774011e-11,19.5223516042935
"KLHL29",3.39379426577041,8.0370563295514,3.76965588035044e-13,1.11580127411447e-11,19.482957955899
"APH1A",-1.22709575345309,-8.06706537255168,3.19118228518062e-13,9.5742704796428e-12,19.4060434264236
"ZSCAN16",-1.32620163690608,-8.02772757366169,3.96985454012127e-13,1.16722545378543e-11,19.3543759934912
"COL11A1",-4.83178463712727,-8.04580547882086,3.59101496721199e-13,1.07010628448608e-11,19.3343087385623
"FANCI",-1.85610659262587,-8.06154314290453,3.29057713041865e-13,9.85014163180299e-12,19.3244411666914
"NTRK2",3.70145485478747,8.03956370806866,3.7175770356543e-13,1.10285340266238e-11,19.3120891768908
"HARBI1",-1.22096508382767,-8.00963757471529,4.38862462764756e-13,1.28180778031799e-11,19.2907487708319
