"","Mycontrast.logFC","Mycontrast.t","Mycontrast.P.Value","Mycontrast.adj.P.Val","Mycontrast.B"
"RUNDC1",-1.01275688226098,-5.45509222144861,2.21013537212025e-07,1.80174375283567e-06,6.11181128881993
"PPARGC1A",2.94883352882991,5.30712241062469,4.35695835305848e-07,3.26796575789777e-06,6.10530618180976
"LAMC1",1.44429290846577,5.44153457280114,2.35302012892844e-07,1.89950026393241e-06,6.09856374026202
"EPS8",1.1620286383609,5.44661788921674,2.29841989375794e-07,1.86177453811154e-06,6.07253582283485
"PPM1L",1.45835019412173,5.40859632346737,2.73878715081262e-07,2.1750836009845e-06,6.05929126931439
"SUSD3",-2.81447562638489,-5.41644598267503,2.6415996811542e-07,2.10548225188863e-06,6.05799859781833
"SOD3",3.18130603656906,5.37948711281408,3.1306126027754e-07,2.44516737587493e-06,6.0508232642657
"PDZRN3",1.37354083808438,5.42115563659991,2.58491386765015e-07,2.06490401872443e-06,6.03444333979962
"LRRTM2",2.48887125453533,5.29068142843628,4.69500530492002e-07,3.49772608048405e-06,6.03421615704625
"DLL1",1.24708451960627,5.35442422759896,3.51139078386274e-07,2.7105724306469e-06,6.03407053284576
"MRPL36",-1.04524216879485,-5.40170874653287,2.82693164790768e-07,2.23702946372407e-06,6.02498979350286
"SNRPG",-1.16080394637608,-5.42439142489429,2.54665779070323e-07,2.03693051590868e-06,6.0232534703159
"COL4A4",2.35977187382929,5.2832249622809,4.85662289856912e-07,3.59384662030022e-06,5.98052784879455
"PSPH",-1.05698568614591,-5.38528936333379,3.04837937927099e-07,2.38657441225647e-06,5.97885046866044
"S100A6",1.56375671634067,5.39998664371479,2.84939961701142e-07,2.25077052732407e-06,5.97534067941165
"GIPC2",2.53963480147812,5.26879628830717,5.18490684262624e-07,3.79809338425916e-06,5.97059209801424
"ATP10D",1.06870981127042,5.39100339378034,2.9694584493535e-07,2.33030277244342e-06,5.96587617623894
"EIF3L",1.15624907299212,5.41287002304663,2.68544910348588e-07,2.13657108167298e-06,5.96123251317069
"LRP4",1.73937877093506,5.32558376786976,4.00563010717512e-07,3.04064784555559e-06,5.94380779555018
"OAF",1.47216415926829,5.40314394186048,2.80833911574484e-07,2.22497813415688e-06,5.92313230254384
"INPP1",1.15264110809183,5.34558508239567,3.65617595223728e-07,2.8092255530808e-06,5.91453909658293
"ZC3H12C",1.58215234776675,5.31893018040505,4.12894354573737e-07,3.11815365603032e-06,5.91433397154823
"ADCY4",2.01768405430023,5.3299108154454,3.92737082628066e-07,2.98638180474249e-06,5.90647185509498
"PCDH18",2.19648211909383,5.36306358618914,3.37529078413685e-07,2.61160657104764e-06,5.8961436736887
"EPN3",-2.08929225950359,-5.39927721937091,2.85870596223227e-07,2.25677437865723e-06,5.89490824054807
"CHTF18",-1.16167974752227,-5.38383803904963,3.06874854881843e-07,2.39968156320429e-06,5.88727619059638
"RRS1",-1.2072483160878,-5.39300391796134,2.94230182985477e-07,2.31036175138329e-06,5.88494447082021
"SDC3",1.13337494976099,5.40055352346336,2.84198445914021e-07,2.24625426397157e-06,5.87742500334209
"KIAA1257",-1.75118545405144,-5.25815408586754,5.44080133968828e-07,3.96187355670972e-06,5.87037817637556
"PLCD3",1.46899679682778,5.3768906721705,3.16810847517784e-07,2.47007915351079e-06,5.86206193144834
"AHNAK",1.75233777650509,5.33376200821051,3.85897374552393e-07,2.94584628339267e-06,5.86050031098155
"FYN",1.56568760224617,5.37193242724202,3.24093324316252e-07,2.5223992788402e-06,5.85860900458129
"BMP5",5.46725092550834,5.27823060544955,4.967894434209e-07,3.66236196762407e-06,5.85850682741877
"PDLIM3",2.44397683373635,5.36352222030737,3.36821142250275e-07,2.60765391054031e-06,5.84459602327533
"EVC2",1.62573620135596,5.25671942048791,5.47622620517765e-07,3.98328471251817e-06,5.8206662734393
"CCNE1",-1.96280461470713,-5.27036451658649,5.14820416853218e-07,3.77373348220771e-06,5.80980900000934
"SDF2L1",-1.07537857845975,-5.36417864703278,3.35810418655515e-07,2.60287501419515e-06,5.79466129555028
"KDM5B",-1.14126917727226,-5.36920416217704,3.28169905185008e-07,2.54962772489891e-06,5.78362961471993
"PIF1",-1.66975697277823,-5.23961820291245,5.91619159328031e-07,4.26113941048948e-06,5.78081958849474
"TSSK6",-1.26797048865339,-5.24388712550091,5.80324272299356e-07,4.19348467875084e-06,5.77149379715649
"EYA2",2.03186958207163,5.33011887573011,3.923645654908e-07,2.98526484531844e-06,5.76685643910118
"OVOL1",-2.12947545588703,-5.32046224089944,4.10022528671293e-07,3.09823419580233e-06,5.76474695681005
"SKAP1",-2.24149216598358,-5.30380138761838,4.42327162625208e-07,3.31207169705384e-06,5.7560901135589
"FGFR1",2.18174947045145,5.37291355279585,3.22639439386607e-07,2.51256175545862e-06,5.75257275884304
"ACSS2",1.53237551739635,5.36998132021001,3.27003604291803e-07,2.54205915886301e-06,5.74958375901711
"FOXP2",2.66791497710973,5.2282893941015,6.22641935285165e-07,4.45552611220203e-06,5.7458447752623
"ARNT2",-2.19164112572939,-5.3662928904098,3.32575118808012e-07,2.58233650055681e-06,5.74501638680033
"CCDC58",-1.01837210294392,-5.32292754260343,4.05442203792908e-07,3.07063869398052e-06,5.73064908574617
"CCDC102A",1.09159824315168,5.28839614659142,4.74397282905223e-07,3.52752100045199e-06,5.72295926577579
"HSD17B7P2",-1.45972539062431,-5.2248651636397,6.3232683078939e-07,4.51744940506178e-06,5.7210767173868
"STOX2",2.24285365800356,5.23709833252387,5.98386572808814e-07,4.30285475262686e-06,5.72058533255445
"ERRFI1",1.58288753731999,5.36569855885341,3.33481502622866e-07,2.58785557841827e-06,5.7114537477844
"DCDC1",-2.48688294841116,-5.23392964973476,6.07003577146823e-07,4.35771260403126e-06,5.70460296098381
"RUNDC3B",1.7042206307945,5.20451209927857,6.92994104116107e-07,4.90583466643136e-06,5.68058308585782
"ABCA8",4.71400494455598,5.23608138885431,6.01139007364986e-07,4.32029886281702e-06,5.6803604957088
"GPRASP2",1.21704834558755,5.29374825812356,4.6300650426716e-07,3.45128961011763e-06,5.67766689182781
"NRG2",3.87880688175681,5.199901510155,7.07505139928997e-07,4.98987233816661e-06,5.67478162035428
"TCEAL5",4.34664933764868,5.26869961736086,5.18717764746149e-07,3.79809338425916e-06,5.65806535373263
"TDRD10",2.50146355720422,5.20349514787327,6.9616965300147e-07,4.92304686203231e-06,5.65482274570484
"SDSL",-1.12297732207996,-5.31478291746018,4.20767124921047e-07,3.17217654121389e-06,5.64303843816553
"DHRS3",1.52464328757902,5.34570822834291,3.65411937369848e-07,2.8092255530808e-06,5.63009416349017
"TSLP",3.44587989098439,5.23312832101955,6.09201815134169e-07,4.37112213451204e-06,5.62568326835962
"NCOA7",1.69430473365518,5.33037191880282,3.91911974333689e-07,2.98353701519507e-06,5.62518653011956
"THRA",1.13345900805525,5.34651152114297,3.64073178012964e-07,2.80061175481949e-06,5.6238200976467
"ZNF396",-1.13429580228042,-5.26624753411892,5.24510243485589e-07,3.82990895781337e-06,5.61964512651787
"TPPP",2.42886548723922,5.26311135214822,5.32010697813898e-07,3.88253366948466e-06,5.61727721656279
"DOPEY2",-1.18922684593311,-5.34438786578382,3.67622881444735e-07,2.8229938156676e-06,5.61459309329758
"LRP8",-1.60157135820496,-5.27492666485764,5.04286617038944e-07,3.7088472651708e-06,5.61455002956659
"TMEM63C",-2.60632454162047,-5.30865048376349,4.32677283217004e-07,3.24716570291785e-06,5.60875334996189
"NPR1",3.29159175364253,5.2751221199198,5.03840045196628e-07,3.70762382535962e-06,5.59590437427175
"UAP1",-1.09367924006475,-5.33464453528619,3.84346450044944e-07,2.93947276332061e-06,5.5898466249172
"ART4",4.0632481498076,5.22178278233552,6.41170265574291e-07,4.57322036863258e-06,5.58265128911188
"TRIM56",1.07473433213645,5.33308007962967,3.87099953184797e-07,2.95199970062711e-06,5.57793317070987
"PSD",-1.44973025172963,-5.22734901509921,6.25287159028445e-07,4.47198616275965e-06,5.57289848178098
"TMPPE",-1.07580637860377,-5.20299140929016,6.97747879822187e-07,4.92893870684856e-06,5.57243094801236
"RASL11B",-1.47744910185584,-5.24007009885817,5.90413450461373e-07,4.25478866249905e-06,5.57040172313603
"MFSD3",-1.2242515580309,-5.32328334439671,4.04785288376771e-07,3.0691771636178e-06,5.56666790859365
"ACRBP",-1.31168681753703,-5.18739279878887,7.48380814321531e-07,5.22799712475617e-06,5.55131229857097
"HMGB2",-1.34736720894478,-5.32382608880828,4.03785220681476e-07,3.06334991676411e-06,5.54365409477095
"NGFR",3.42420313142614,5.24422736174882,5.79433157667373e-07,4.19162389781138e-06,5.53565109650158
"C5orf49",-1.96997344086906,-5.18848655636384,7.44716804757813e-07,5.20514952126287e-06,5.53322592235129
"ARHGAP10",1.51012997418321,5.27816538044793,4.96936392644493e-07,3.66236196762407e-06,5.51823017051534
"LMNB2",-1.0407982957435,-5.32089164714783,4.09221114181279e-07,3.09394546384715e-06,5.50852067220322
"ACCS",1.46331319447079,5.240069202227,5.90415840401198e-07,4.25478866249905e-06,5.49684658619531
"LRRC2",3.19618460720427,5.15985378409253,8.46641612662626e-07,5.84346122959792e-06,5.49544065210515
"NPAS3",1.83753529079963,5.17738574851983,7.82729027885467e-07,5.45642137405301e-06,5.49401600284532
"ABCA6",3.1004733988141,5.19973091112066,7.08047709975195e-07,4.99103849263815e-06,5.48608222069331
"TBC1D7",-1.06532291309132,-5.27807695759274,4.97135673331784e-07,3.66236196762407e-06,5.48491238784946
"MASTL",-1.01941292551742,-5.27218125273808,5.10600201060983e-07,3.74902955618084e-06,5.48457426136669
"CD248",2.32425442217614,5.30879831316229,4.32386345617582e-07,3.24682391536109e-06,5.47521166187033
"PAK3",3.29640079397539,5.15778691546087,8.54503119437838e-07,5.89157413928194e-06,5.46726670588416
"BTNL9",3.95441947155718,5.19724201471508,7.16009584244119e-07,5.03375282100635e-06,5.46712211554049
"MGAT3",2.47191277224248,5.20357572092034,6.95917538187957e-07,4.92304686203231e-06,5.4666690133481
"KCNJ11",-1.93036468909404,-5.2730878636965,5.08506807248885e-07,3.73573213032204e-06,5.45553666857107
"ELAVL2",-2.21988919087599,-5.15143085530346,8.79126785983822e-07,6.04559589675257e-06,5.44989910804215
"KLF10",1.25617931602377,5.30674159937381,4.36451279703735e-07,3.26992462160822e-06,5.44215754462626
"MYT1",-3.72009449965387,-5.13946236100815,9.27381539010793e-07,6.32157915644091e-06,5.43379096592739
"RAPGEF3",1.64573165282253,5.25299119777264,5.56933814390787e-07,4.04212358650823e-06,5.41393325392366
"SLC35F2",-1.42737666706921,-5.25356063743957,5.55501727476557e-07,4.03394256654353e-06,5.41175593173511
"ROBO4",1.84671989449043,5.26683830787096,5.231089388083e-07,3.82601126001803e-06,5.40563538922229
"ARHGAP25",1.12239574555407,5.22643488348353,6.27869043709296e-07,4.48802556311058e-06,5.39472900662393
"SIX2",-2.71119807179006,-5.18929844205501,7.42008347951557e-07,5.18896006963375e-06,5.39398579484896
"SRD5A3",-1.28300170674582,-5.28919006325648,4.72690512191797e-07,3.51752990259261e-06,5.3774850842861
"MBOAT7",-1.00514519820025,-5.2829275513395,4.86318046062103e-07,3.59668757263705e-06,5.37734633277537
"ZYG11A",-1.9334116050378,-5.17721709270355,7.83320877214401e-07,5.45767168321418e-06,5.37529954609952
"DKK3",2.02347419036625,5.28232213127401,4.87655594351063e-07,3.60255229975372e-06,5.37504076180834
"PTPRS",1.56975454046752,5.28527614247722,4.81163094648443e-07,3.568536381891e-06,5.37021335618739
"FLNC",2.77733334940924,5.21967707561624,6.47280744731635e-07,4.61010800520024e-06,5.36843727359633
"SYDE1",1.23695386974764,5.24619331946064,5.74310159657409e-07,4.15683682846126e-06,5.36834462274405
"TIPIN",-1.01943843074942,-5.20615814378517,6.87884015444838e-07,4.87226627856031e-06,5.36783945947016
"UNC5A",-2.82565173665921,-5.18139033110548,7.68803312423618e-07,5.36782935444691e-06,5.35779630121239
"NFAT5",1.40290466630996,5.277524813139,4.98381817617229e-07,3.66949907005763e-06,5.35751582795819
"DAB2",1.32679555003409,5.28473579858618,4.8234436297726e-07,3.57329130266076e-06,5.35445671543025
"RRAS2",1.6241915760783,5.21790259664139,6.5247406046627e-07,4.64383232599743e-06,5.34510040915316
"TF",4.71413943475059,5.16220611407817,8.37779982637817e-07,5.78833783304489e-06,5.32495643976375
"NECAB1",2.37990379846425,5.120870561085,1.00749340716172e-06,6.79762634888156e-06,5.30883756473087
"ALDOA",-1.19939215119803,-5.20011178878028,7.06836930781932e-07,4.98781836329373e-06,5.3066517543229
"NEXN",1.87183231773782,5.19833586032505,7.12499736230669e-07,5.01707504527301e-06,5.30049330838137
"ANTXR2",1.67842522587171,5.25569821243864,5.50157880044993e-07,3.99952687410731e-06,5.28153289248522
"NAT8L",4.07511161684893,5.21712021477539,6.54776707556915e-07,4.65521258338825e-06,5.27916732141039
"SEPT4",1.24862602895116,5.20868076153749,6.80123785442026e-07,4.81988098831464e-06,5.25729260924002
"ARHGAP39",-1.39977645413577,-5.25125687401756,5.6131767700453e-07,4.06947626545038e-06,5.25311440062484
"LAMA2",2.50622376720058,5.21964054605504,6.47387247650369e-07,4.61010800520024e-06,5.25123452492616
"MAF",1.35942077513139,5.24249762397915,5.83977407175088e-07,4.21757918904672e-06,5.24643104340545
"DZIP1",1.32954335015726,5.16501602957219,8.2731285716409e-07,5.72798347102987e-06,5.22860542195577
"HPSE2",6.06552963954757,5.15373603278166,8.701176318303e-07,5.99298614614612e-06,5.21951274225306
"GLT8D2",1.56053952598417,5.19915963765556,7.09867529845794e-07,5.00120196346629e-06,5.21369080352247
"CSRP1",1.55891888135408,5.23206217653096,6.12138535102801e-07,4.38743497180128e-06,5.21127352863786
"C20orf24",-1.00515165234254,-5.2146500957475,6.62098644880751e-07,4.70221533570436e-06,5.19501362296737
"FSIP1",-2.81746562654877,-5.14435051485442,9.07369770090414e-07,6.2011412335053e-06,5.19346712813938
"CORO2B",2.48577649222671,5.10639877557913,1.07447489827182e-06,7.205462432354e-06,5.18285390405671
"FGFBP1",7.46531689442731,5.16365856090436,8.323535249976e-07,5.75986897972973e-06,5.17471580679063
"CREB5",2.40748883475988,5.13333477246028,9.53074890733034e-07,6.47669947575181e-06,5.17229702303401
"KAT2B",1.37363501953358,5.19031537041087,7.38629397004852e-07,5.17079658823873e-06,5.16154568055437
"S100B",4.62395404923132,5.1026969581473,1.09229253154789e-06,7.30274001258726e-06,5.14725123826413
"ZNF682",-1.01378263636709,-5.14657663888921,8.9839605882867e-07,6.16116964670882e-06,5.11821784517841
"DNAJC12",-2.71351253257019,-5.19171922596875,7.33989412541878e-07,5.1437573714733e-06,5.11503896040691
"FGL2",1.80968766754336,5.20265002722369,6.98819419692647e-07,4.93387392847034e-06,5.11067436181314
"DPT",4.43714306929381,5.14493376740037,9.05010226465143e-07,6.19141174062064e-06,5.10817765474271
"HSH2D",-2.14685377940677,-5.16924112747388,8.11813326920832e-07,5.62950845308676e-06,5.10716611572352
"PITPNM3",1.38015685293792,5.12718743705165,9.79546631445359e-07,6.6361400310566e-06,5.0969449434794
"TRIM2",1.93552011522319,5.19582257604023,7.20589282000501e-07,5.06057154466488e-06,5.09355156863419
"REPS2",-1.75483562570127,-5.21148755719444,6.71589563604023e-07,4.76195150913442e-06,5.07646275195354
"MOCS1",2.09083088081223,5.17392343369707,7.94966761387763e-07,5.53007635116798e-06,5.05940168947328
"KLF11",1.09159879759917,5.19741263936984,7.15460990586066e-07,5.03257010443607e-06,5.05270292336357
"ABCA9",4.09444266752779,5.07419823826159,1.23942517244677e-06,8.15051414346084e-06,5.0515554330363
"PPAT",-1.03364382337793,-5.19593243483607,7.20233815814458e-07,5.06057154466488e-06,5.04235201611898
"PLA2G4A",2.17030456333443,5.09683293857439,1.1211070954688e-06,7.46896675737547e-06,5.04118109407988
"FGF2",2.97117367575415,5.093608880931,1.13726305987411e-06,7.56517221980612e-06,5.01998027747611
"RAD21",-1.02977087956128,-5.17346577585838,7.965982518674e-07,5.5385136471138e-06,5.00733206019692
"ANPEP",2.84416751461506,5.19816493915412,7.13047068270796e-07,5.01825838313346e-06,5.00708621940998
"NRARP",-1.40889439476502,-5.12638897028256,9.83037068035274e-07,6.65297363026839e-06,4.99305801876409
"CBX8",-1.1057756293899,-5.15478450583121,8.66049756477816e-07,5.96807517081145e-06,4.98732249059343
"MOCOS",-1.22845869501314,-5.16332131709696,8.33610436536246e-07,5.76555132556773e-06,4.98349458279226
"SLC7A5",-2.45107790845471,-5.19495164637003,7.23413370902151e-07,5.07770944849144e-06,4.98182047315811
"EPHA4",1.62561916058392,5.12529454334336,9.87840941192581e-07,6.68206722541873e-06,4.97954296680916
"SNRPB",-1.02548225985652,-5.19185515778875,7.33541644736254e-07,5.14334366799437e-06,4.97832782819011
"RAMP1",-2.44170526733827,-5.14262640023212,9.14379725495877e-07,6.24259966358924e-06,4.96803739667525
"WDR86",3.06164365996583,5.05353243432397,1.35799547822383e-06,8.8597821362818e-06,4.95647529081626
"HPN",-2.79191660197205,-5.18007771029228,7.73341088403473e-07,5.39381968406239e-06,4.95626569451566
"THSD1",1.20508188641011,5.08752129300324,1.16838807604664e-06,7.74108294149876e-06,4.95597030637163
"DOK3",-1.19905264051118,-5.11703184273302,1.02485381989061e-06,6.90419597300035e-06,4.94333099776951
"MRGPRF",2.60267674927536,5.06895369846865,1.26852563637837e-06,8.32946039450236e-06,4.9289611808365
"CFL2",1.6292108297364,5.14394697718694,9.09005781823891e-07,6.20911486799788e-06,4.92139934533683
"SLC39A6",-2.56342156416518,-5.13391012194154,9.5063324534742e-07,6.46342675703582e-06,4.90707566871531
"UFSP1",-1.21415855370691,-5.0315452541739,1.49624552734681e-06,9.65131426022001e-06,4.88899641290719
"CDH5",1.61724902629922,5.16957141535206,8.10613670015094e-07,5.62441266514845e-06,4.88590497351834
"TMOD2",1.37037591417862,5.11359917770295,1.04062412258449e-06,6.99618788918467e-06,4.8792412081778
"PDZD2",2.65905592852561,5.11847404614789,1.01829766105122e-06,6.86352335882255e-06,4.85712201498638
"S1PR1",1.96673544112621,5.1327775767251,9.55445312502798e-07,6.48947480992019e-06,4.85144767134819
"BMPR1B",-4.57028875176469,-5.13174669234168,9.59846035885252e-07,6.51601995936264e-06,4.84400438179053
"CCDC24",-1.26468602851164,-5.14842302708357,8.91018684635869e-07,6.12419128125568e-06,4.83971831525113
"THRB",1.61945291826614,5.15305985691531,8.72750923847693e-07,6.00799556369866e-06,4.83439337728178
"KIF7",1.19584667520293,5.08215019466144,1.1965365418201e-06,7.90777971269817e-06,4.83246865345299
"FANCA",-1.44868781215188,-5.078729456022,1.21480631083001e-06,8.0125136084705e-06,4.82685116780381
"RPS10P7",-1.13445601915853,-5.05005768862137,1.37898616696824e-06,8.97460205369248e-06,4.82080303182111
"PTCH2",1.58816690794357,5.02128861020046,1.56532603328745e-06,1.00391801970074e-05,4.81814619118354
"BHLHE41",1.82739306933874,5.14091979723482,9.21370377685651e-07,6.28384096245301e-06,4.80934162658193
"UQCRQ",-1.23812612345187,-5.1596899460607,8.4726220616825e-07,5.84469564640882e-06,4.80899413434758
"ZNF707",-1.0602146789173,-5.11898629873495,1.01597883127843e-06,6.8513842592482e-06,4.80637509277891
"RORA",1.10873151484627,5.11678054277068,1.02600040632993e-06,6.90840273595488e-06,4.79909434405865
"GDF9",-3.19065468468896,-4.99466420377289,1.75942739392067e-06,1.11223047534469e-05,4.79524952642639
"KMO",-2.38758139733032,-5.05647457975313,1.34046532738093e-06,8.75404577817232e-06,4.7896918219927
"RGS2",3.07920241327386,5.09269062269152,1.14190579669233e-06,7.58842571372991e-06,4.77523617115762
"KLHL13",3.5964548044367,5.0392592183345,1.44625191171984e-06,9.35714378678007e-06,4.7749173081994
"ZDHHC14",1.03022535747974,5.07877733719,1.2145487208192e-06,8.0125136084705e-06,4.76017669151263
"COL16A1",1.44748287934567,5.14177016272316,9.17880600966317e-07,6.26326881453602e-06,4.74752300658756
"SMAD9",1.40723845443764,5.02491797209522,1.54053446168682e-06,9.913818804756e-06,4.74464306159356
"C1orf53",-1.5029898746741,-4.97970833390334,1.87851476916366e-06,1.17794449814239e-05,4.71515805337834
"AXL",1.3346086595211,5.1342426097489,9.49225023200057e-07,6.45717032491514e-06,4.71417998765418
"ADM2",-1.93144336974063,-5.1005282639962,1.1028640869361e-06,7.36969431022802e-06,4.70559728642584
"TLN2",1.75899420344143,5.12641607706203,9.8291837460524e-07,6.65297363026839e-06,4.69507225165141
"STMN1",-1.45280823736996,-5.12517214522239,9.88379613095732e-07,6.68229466574841e-06,4.68898183369486
"AGMAT",-1.77726032577886,-4.97430116088326,1.923467635906e-06,1.20214455789666e-05,4.68319877241382
"POU6F1",1.01989765950588,5.0376850544455,1.45632026874962e-06,9.41768009571173e-06,4.67951342076641
"ITGA9",1.42872663297753,5.09786614412656,1.11597703294689e-06,7.44603737918323e-06,4.67023268075991
"IL4R",1.34308250271672,5.11312539538673,1.04281922463234e-06,7.00738504881182e-06,4.65583955692605
"C4orf48",-1.44377387317989,-4.98972893110463,1.79789042438577e-06,1.13491833039351e-05,4.65366593334015
"FTO",1.12038760956662,5.12318390090069,9.97169976246708e-07,6.73140609985724e-06,4.65128041185018
"MEOX2",3.17259194841204,4.98153011452906,1.86360036543657e-06,1.17136800166704e-05,4.62369702482386
"PTGDS",2.97671375942817,5.03328020235962,1.48485710889961e-06,9.58348507700035e-06,4.62013843179307
"ANO6",1.12503118143405,5.11550547552416,1.03183731359143e-06,6.94417064909881e-06,4.61742691107778
"KCNK15",-2.35515049246527,-5.05102762804294,1.37309530768918e-06,8.9494699586382e-06,4.59286288921622
"CFI",1.55453671451656,5.04574727727189,1.40546368953913e-06,9.12447991967233e-06,4.58121958530928
"ADAMTSL4",2.44915584668525,5.0314572583197,1.49682539958971e-06,9.65131426022001e-06,4.57813483406078
"GPR137C",-1.28112154211772,-4.97091896023366,1.95211502497518e-06,1.21774794415118e-05,4.57711506309961
"BIN1",1.70251349164059,5.06869411137933,1.26998313676229e-06,8.33489428695525e-06,4.57009741230995
"SNCA",1.42319377439259,4.96080707188502,2.04025622329177e-06,1.26438548432662e-05,4.5605152823137
"CXCL2",4.41506071605472,4.92465928002349,2.38806096195403e-06,1.46076905166962e-05,4.55344195374812
"FAM107A",3.48766802179613,4.97841250370086,1.88919385270963e-06,1.18351912240535e-05,4.54076415589833
"ARRDC4",1.3420205746626,5.07550964016011,1.2322506516007e-06,8.11139719966608e-06,4.53773755671276
"EFNA1",-1.25640773922787,-5.09271668090552,1.14177379191463e-06,7.58842571372991e-06,4.53619376094238
"DHTKD1",-1.10050233491276,-5.09077989127177,1.1516256690311e-06,7.64150412585278e-06,4.50091955849015
"MEIS1",1.31845806557608,5.00244497384935,1.70040618440416e-06,1.07697818218532e-05,4.49568817901215
"IL4I1",-1.72724187975029,-4.99092278010696,1.78851195124079e-06,1.12953707049484e-05,4.47614189196887
"VGLL3",2.43151054496476,5.01159692164875,1.63344347900924e-06,1.03904282071016e-05,4.46324362990585
"RASL12",1.56054563098354,4.98879971871676,1.80522304464923e-06,1.13900362917282e-05,4.45898201720162
"COL15A1",1.49724689264321,5.07678179113994,1.22532946702732e-06,8.0698527517364e-06,4.45863316681147
"ITGA1",1.32442927576151,5.06831433251421,1.27211841060152e-06,8.3447688104456e-06,4.42028868822641
"TIPARP",1.59284048270221,5.05077900258191,1.37460298111102e-06,8.95488529939926e-06,4.40103643038457
"DGCR11",-1.2271105181488,-4.91117843907886,2.53197159558724e-06,1.53742616710485e-05,4.39801215698967
"GEM",1.68933597637694,5.02939832502437,1.51045580380438e-06,9.73445725286692e-06,4.39232696430056
"SCG2",-2.34574150827927,-4.89130352180735,2.75959667049931e-06,1.66099745150942e-05,4.3871247336296
"GADD45G",-1.77948416532383,-5.01278229697727,1.62496004841873e-06,1.03579471732406e-05,4.37684107595709
"GPC3",2.77198498418582,5.0032154911854,1.69466718980098e-06,1.07385735575942e-05,4.37293646135844
"CASC1",-1.53750189815025,-4.91750635284378,2.46340171201832e-06,1.50061086794265e-05,4.37234606137939
"FAT4",1.94971970641433,4.97903159156934,1.8840845443841e-06,1.18087743281601e-05,4.36694456982596
"EGFLAM",1.66738123623475,4.97610127335027,1.90838750810838e-06,1.19384752339395e-05,4.35953378084641
"GPAM",3.08802391670812,5.04024106695864,1.44000630060708e-06,9.32129323059307e-06,4.35846559797549
"CCNB3",-1.3281932063099,-4.89770911832659,2.68414830229089e-06,1.62164229167173e-05,4.35763622356814
"SLC11A1",-1.72287831804471,-4.94891886254373,2.1488285942931e-06,1.32793793232564e-05,4.35655391635226
"SLC30A8",-5.04724096106919,-4.89637899812586,2.69964864657871e-06,1.6280333292107e-05,4.35513928124236
"GIMAP6",1.64666251110256,5.01355862332785,1.61942729394405e-06,1.03310716133914e-05,4.35316017850703
"FBLN1",1.94687379598163,5.04438983007966,1.41390391600371e-06,9.17027583953189e-06,4.35120002919955
"ELP2",-1.35790843915455,-5.04106165565232,1.43480659396042e-06,9.29218112809117e-06,4.35008535360346
"SLC2A12",2.89215926494869,4.87423825258272,2.97077944806967e-06,1.76737333081879e-05,4.34210392569172
"CDK6",1.59386931980806,5.01857519955597,1.5841137374438e-06,1.01437706422799e-05,4.33344179424798
"NELL1",-4.73203801580299,-4.89428422745331,2.72423593767154e-06,1.64211233217914e-05,4.32980176384127
"PLEKHA4",1.6117918658338,5.02173078650191,1.56228498574887e-06,1.00391416447029e-05,4.3295711998811
"IGFALS",-2.41217910714627,-4.91599982060523,2.47956132987632e-06,1.50975959298636e-05,4.32520448990368
"CCDC138",-1.0409522625044,-4.94999924976859,2.13873439130701e-06,1.32231751081229e-05,4.32482384896417
"CHST10",-1.00955723406445,-5.01210497321313,1.6298022264067e-06,1.03772441085597e-05,4.31687867005188
"LOXL4",2.9414648975832,4.91964359078102,2.44065212556836e-06,1.4881229619076e-05,4.30681192459254
"MED30",-1.06458888832215,-4.97264512668208,1.93744293242476e-06,1.20973607545597e-05,4.29450627163906
"MBLAC1",-1.09781917635456,-4.89871418865963,2.67249317753312e-06,1.61533838428235e-05,4.28766831997175
"NPAS1",-1.73176398184695,-4.88395848484028,2.84864326046906e-06,1.7077486161965e-05,4.28416950931731
"ZYX",1.01201233177801,5.02339422608486,1.55089609589795e-06,9.97079992459948e-06,4.28088169175111
"BBC3",-1.19555113224216,-4.99795262029134,1.73424414616733e-06,1.09735936384217e-05,4.28067974466832
"ITGB4",1.75179693409025,5.02546595458013,1.53682459544755e-06,9.89741281715069e-06,4.27604650988572
"ATP11B",1.2950638663567,5.0212923989064,1.56529995221698e-06,1.00391801970074e-05,4.27307545460539
"ABI3BP",3.07761992335743,4.9642379577268,2.00992600734695e-06,1.24909962438739e-05,4.25890167224194
"FAM13C",1.88862052073507,4.86716292349336,3.06286014120306e-06,1.81318579544777e-05,4.25670994422758
"MYO15B",1.71072453028961,4.99840359535011,1.73081792481979e-06,1.09571540494213e-05,4.22959209259415
"CSMD2",-1.92311151617532,-4.86230828651569,3.12763465353084e-06,1.84701403956272e-05,4.22227821269852
"FAM110A",-1.22321990210036,-5.02099151223438,1.56737254125312e-06,1.00474351227326e-05,4.21488615181456
"LHX4",-1.42682508092003,-4.86753463358885,3.05795445551486e-06,1.81190306318483e-05,4.20327866018245
"ALDOC",2.57161344811533,4.95380476527091,2.10354429384302e-06,1.30238626821886e-05,4.19784457610895
"AMACR",-1.17505663774081,-4.90406618445466,2.61125176995747e-06,1.58266020010569e-05,4.19580598299871
"GRID1",1.3511012207937,4.86489576386155,3.0929468708229e-06,1.82935985909065e-05,4.19282014490866
"SGCE",1.51036619577121,4.98052435572499,1.87181995044118e-06,1.17541764424714e-05,4.17537505746176
