"","logFC","AveExpr","t","P.Value","adj.P.Val","B","ensembl_gene_id","hgnc_symbol"
"PLEKHG4B",4.76040241280198,3.69737556451922,11.2889664847372,2.24604764053332e-27,6.23155861202843e-27,51.1224412058381,"ENSG00000153404","PLEKHG4B"
"NMRAL1",1.53322637114564,5.96505621271995,14.9095026926486,3.85666550890432e-44,1.70957602215548e-43,88.7444124787646,"ENSG00000153406","NMRAL1"
"CMTM7",2.38079019342433,5.98943330620398,16.7927715560373,7.59573119507016e-54,4.25336562554121e-53,111.15605786646,"ENSG00000153551","CMTM7"
"RPIA",1.20948442158519,5.04392756846636,18.2473851902998,1.09532842999358e-61,7.34556470756555e-61,129.152385540536,"ENSG00000153574","RPIA"
"PTPRD",-2.0116583195266,2.83506089609847,-11.1778730380141,6.57510539418722e-27,1.80046410346637e-26,49.3686085385786,"ENSG00000153707","PTPRD"
"GTF2E1",1.14349250711211,3.97069531425464,16.9905396983267,6.76815572182216e-55,3.88345198209684e-54,113.751816161826,"ENSG00000153767","GTF2E1"
"FAM92B",4.30206091238604,-0.733503438143964,8.30663713087641,4.6961435625327e-16,9.23192067635048e-16,25.6626902660206,"ENSG00000153789","FAM92B"
"C7orf31",-1.34996343638189,1.89031938617238,-13.9901872524362,1.27138124838296e-39,4.96456304355138e-39,78.7568250438303,"ENSG00000153790","C7orf31"
"JAZF1",-2.50165714889334,3.98323212671807,-30.2219097514829,3.16271183715597e-131,8.50033629822982e-130,288.906846822593,"ENSG00000153814","JAZF1"
"KCNJ16",1.99828069158309,-0.0283623164007775,4.86149098677387,1.42393642141335e-06,1.99339670936703e-06,4.20089507224651,"ENSG00000153822","KCNJ16"
"PID1",-4.51520639174185,1.96620581465886,-41.6538463680113,5.07283598510549e-196,5.70874052181904e-194,438.099514318232,"ENSG00000153823","PID1"
"KCTD15",-2.36517662993807,4.28809003983049,-20.2469956769043,7.66515425392719e-73,6.54766335216709e-72,154.572549950841,"ENSG00000153885","KCTD15"
"MCOLN2",1.30273096746662,0.960218366411223,7.8425886948257,1.5458422171191e-14,2.89159525932531e-14,21.9209315864669,"ENSG00000153898","MCOLN2"
"LGI4",-5.81759568948193,1.01966108478077,-66.596854355405,2.14909746750477e-314,1.05209023764514e-310,710.214703750528,"ENSG00000153902","LGI4"
"DDAH1",1.51324008923745,5.96784255125388,11.1455696278522,8.97313110547615e-27,2.44904280821187e-26,48.9518574931084,"ENSG00000153904","DDAH1"
"SREK1",-1.09548297026064,6.95269222203009,-20.0280414892306,1.32931718731686e-71,1.10153347735715e-70,151.687955814055,"ENSG00000153914","SREK1"
"ANKFN1",3.52583042587052,-0.681780176635722,8.95613149609781,2.70125444139833e-18,5.71265533721035e-18,30.6944629424534,"ENSG00000153930","ANKFN1"
"DGKE",-1.5919625701397,3.8923405367378,-21.9389689961696,1.56237992076309e-82,1.61640527626753e-81,176.91679095316,"ENSG00000153933","DGKE"
"HS2ST1",1.10600186763687,6.20103805748588,19.7224386476158,7.02230831833696e-70,5.61109134204084e-69,147.779329448429,"ENSG00000153936","HS2ST1"
"CACNA2D1",-3.41817747214567,2.42219350938291,-30.1490118743463,8.47855622912094e-131,2.2544429314719e-129,288.016145934043,"ENSG00000153956","CACNA2D1"
"CABYR",1.24772756105779,3.1768216544265,8.88171852871075,4.95398801314354e-18,1.03886045820224e-17,29.5379555142926,"ENSG00000154040","CABYR"
"ANKRD29",-3.90121773070611,1.8928846189827,-41.737181763326,1.79930927296306e-196,2.03800984729186e-194,439.140381793658,"ENSG00000154065","ANKRD29"
"SDHAF4",1.01344751052647,3.46130677235048,11.0779766249614,1.716437489843e-26,4.64399242055708e-26,48.7468452444154,"ENSG00000154079","SDHAF4"
"CHST9",2.38581225189416,-0.147164682753605,6.12107643219345,1.50844667133662e-09,2.36617223814071e-09,10.8639065862648,"ENSG00000154080","CHST9"
"C16orf74",1.19781340016233,0.533238422903316,5.3551651326342,1.14259328495893e-07,1.67298368752948e-07,6.51158579132104,"ENSG00000154102","C16orf74"
"UBASH3B",1.60312784527308,2.56472323212294,9.42323258176246,5.48836026291132e-20,1.22311828370975e-19,34.1221951788208,"ENSG00000154127","UBASH3B"
"ROBO4",-2.22651862936802,3.93143735443293,-27.1403373703272,4.69140326736103e-113,8.95318897074162e-112,247.098328432862,"ENSG00000154133","ROBO4"
"ROBO3",-3.11036435524531,1.97607298912175,-28.8019124534725,7.23799934622544e-123,1.65468443769607e-121,269.824659265531,"ENSG00000154134","ROBO3"
"TBRG1",-1.06988826605218,5.10532236276199,-22.3863323551799,4.00595808559539e-85,4.38093585498686e-84,182.790312827665,"ENSG00000154144","TBRG1"
"CDH12",1.86425066088551,-0.775163159355411,5.76359985957816,1.20942871148707e-08,1.83779641209765e-08,8.8620935093159,"ENSG00000154162","CDH12"
"ABI3BP",-3.29592218428074,3.88685264951556,-24.3675769501399,1.0608781955103e-96,1.43783204073708e-95,209.465773138164,"ENSG00000154175","ABI3BP"
"ANGPT1",-2.14290238212161,1.37879520334586,-15.4972990204585,4.14846880557573e-47,1.97117247005332e-46,95.9090117852851,"ENSG00000154188","ANGPT1"
"CERS3",-2.33713229324586,-2.8852090800611,-13.7734055794041,1.39969958756638e-38,5.33893721975078e-38,76.7739700264832,"ENSG00000154227","CERS3"
"PRKCA",-1.92007999541731,4.42871748228954,-18.2484797783666,1.08030879740035e-61,7.2476255204055e-61,128.944110906559,"ENSG00000154229","PRKCA"
"LRRK1",-1.47672410764821,4.32859259348038,-16.6551777632526,4.05473818842167e-53,2.23042567709364e-52,109.271316309827,"ENSG00000154237","LRRK1"
"CEP112",-1.22265506419443,3.89700698843508,-16.0697115196524,4.70392140858823e-50,2.41183130893605e-49,102.312330207459,"ENSG00000154240","CEP112"
"GAL3ST2",1.22162294896729,-2.15518584768566,4.90983321062697,1.12270974363934e-06,1.57854474111728e-06,4.56542073831498,"ENSG00000154252","GAL3ST2"
"ABCA9",-5.03240380335885,1.88522068468208,-43.5581251948317,3.24203198803347e-206,4.7521650392662e-204,461.554610301573,"ENSG00000154258","ABCA9"
"ABCA6",-4.80122707782926,1.25572491161499,-49.6211404504402,2.26993243227804e-237,8.08049620739302e-235,533.207835119041,"ENSG00000154262","ABCA6"
"ABCA10",-4.46960175965163,1.32829729531234,-40.8481262572692,1.19160528498686e-191,1.19455005666815e-189,428.055632332037,"ENSG00000154263","ABCA10"
"C4orf19",1.14928852545987,2.77581966373973,5.44035427242764,7.23737322412258e-08,1.06794265416099e-07,6.63002327087266,"ENSG00000154274","C4orf19"
"TNIK",-1.74729627625251,2.47880489012672,-12.124356218413,5.54462712253706e-31,1.69407831316192e-30,58.796658858051,"ENSG00000154310","TNIK"
"FAM167A",4.58784444769197,1.03205475593846,13.7027117989258,3.04592395904053e-38,1.15074835645536e-37,76.0411265882569,"ENSG00000154319","FAM167A"
"PGM5",-5.47525795032967,3.81163809069595,-35.8746220245132,5.91875259796471e-164,3.11905744913288e-162,364.265895422071,"ENSG00000154330","PGM5"
"WNT3A",3.33305862474128,-2.17676309321348,11.3033554104177,1.95328769406374e-27,5.42967286813607e-27,51.4740948247468,"ENSG00000154342","WNT3A"
"LONRF1",-1.43460874544349,4.34633243581597,-19.5193476094781,9.7040236585457e-69,7.5599501865124e-68,145.162296216897,"ENSG00000154359","LONRF1"
"GBP5",1.86205671573555,3.04861064906757,6.5681415330725,9.61058862822997e-11,1.57273193960236e-10,13.1282484771406,"ENSG00000154451","GBP5"
"CCDC173",1.38612390621452,0.376872743488433,6.16192494144384,1.18102791205878e-09,1.86010563160644e-09,10.981831477846,"ENSG00000154479","CCDC173"
"FAM69A",-2.29876165546139,2.7189641663398,-31.3743588973938,5.56950265116838e-138,1.74414425034704e-136,304.566120279725,"ENSG00000154511","FAM69A"
"ATP5MC3",1.30316176000162,7.40683283166579,16.3248216292043,2.20475259051724e-51,1.16467290843102e-50,105.2185401646,"ENSG00000154518","ATP5MC3"
"CNTNAP3B",-2.32861064285719,1.07159750166168,-15.537226555405,2.59503486042724e-47,1.23912381796968e-46,96.405511511943,"ENSG00000154529","CNTNAP3B"
"PDLIM3",-5.31463673561793,3.23665327266843,-35.4109216697294,2.58722285374618e-161,1.30808487646071e-159,358.200763095415,"ENSG00000154553","PDLIM3"
"ELOC",1.14363679584611,5.5146098404153,15.1791671433056,1.70518068315125e-45,7.78217337943677e-45,91.8733375123363,"ENSG00000154582","ELOC"
"CXADR",3.56664045661299,5.87884554446427,16.6891222692322,2.68386922366474e-53,1.48382665192977e-52,110.106250837228,"ENSG00000154639","CXADR"
"CHODL",2.61815940905631,0.321192195475602,7.93290678812435,7.93185919968001e-15,1.49946266413806e-14,22.7293798021719,"ENSG00000154645","CHODL"
"TMPRSS15",1.78044223513501,-3.81716195857639,6.71899805031661,3.65709743134264e-11,6.09039053799022e-11,14.7110161277383,"ENSG00000154646","TMPRSS15"
"PDE1C",-4.19287757943566,0.0151611772651922,-29.8526537386836,4.68250234532924e-129,1.20467387034776e-127,284.156558497911,"ENSG00000154678","PDE1C"
"JAM2",-3.01989016914427,3.46306588210155,-28.8652448967001,3.06275555445725e-123,7.03868842376783e-122,270.555470232983,"ENSG00000154721","JAM2"
"ATP5PF",1.06857221937632,6.46387695990799,14.2302877361772,8.70280667326559e-41,3.5058442679393e-40,80.934943339487,"ENSG00000154723","ATP5PF"
"ADAMTS1",-2.14140339498127,6.53091015607769,-14.0856408750231,4.39154845074167e-40,1.73503464612202e-39,79.308546206166,"ENSG00000154734","ADAMTS1"
"ADAMTS5",-3.07794179993525,3.45057723613461,-28.0206501069808,2.95600778421255e-118,6.24989621575994e-117,259.085575522738,"ENSG00000154736","ADAMTS5"
"WNT7A",6.81362749021232,1.87005921559192,8.42249633246001,1.91405412166516e-16,3.81520352464922e-16,26.5125640091991,"ENSG00000154764","WNT7A"
"XPC",-1.10485133823661,5.62860230687621,-21.5855421096893,1.71059580654654e-80,1.7021062551963e-79,172.122150911273,"ENSG00000154767","XPC"
"FGD5",-1.98673524655746,4.06839062054888,-21.6090486033024,1.25236868194407e-80,1.24900325438253e-79,172.500352988631,"ENSG00000154783","FGD5"
"FLCN",-2.20254577035171,5.11321262672105,-38.4137528859859,3.04376575147e-178,2.16703697970985e-176,397.09506079964,"ENSG00000154803","FLCN"
"PLCL2",-1.31454487174099,2.82848362377406,-12.7744332268554,6.61632145249628e-34,2.19783841355728e-33,65.4781314163913,"ENSG00000154822","PLCL2"
"SKA1",5.22562051216089,2.62613793848271,17.1226867881114,1.33613081188282e-55,7.81036519828151e-55,115.680491370028,"ENSG00000154839","SKA1"
"PIEZO2",-1.00548327727257,0.290141553670882,-6.14775379813086,1.28586609054871e-09,2.02303258026889e-09,10.6811766082563,"ENSG00000154864","PIEZO2"
"CCDC144B",-2.70762782527056,0.925373998808421,-26.0407813740124,1.46805258809623e-106,2.45515256895135e-105,232.456540693396,"ENSG00000154874","CCDC144B"
"USP43",3.80122471438847,3.13962056153237,12.201600446919,2.52163758695824e-31,7.78813547208526e-31,60.117934382962,"ENSG00000154914","USP43"
"EME1",2.16672024226886,4.39925801130194,16.7528774297125,1.2352186368447e-53,6.88368009024986e-53,110.921785954201,"ENSG00000154920","EME1"
"EPHB1",-1.29900481034202,0.763588369509203,-7.12655592394396,2.45182267882211e-12,4.26307246677573e-12,16.7046592952846,"ENSG00000154928","EPHB1"
"ACSS1",-1.03545595160508,5.19108515552688,-11.3715196514156,1.0062701406648e-27,2.81739487377466e-27,50.9890754384914,"ENSG00000154930","ACSS1"
"CA10",1.43167436914632,-1.73008545745708,3.36758871833916,0.000797584452533036,0.000994799113731408,-1.6687230329035,"ENSG00000154975","CA10"
"VOPP1",1.03105850832182,6.46170077897714,16.3489329443963,1.64906781870969e-51,8.7192149020167e-51,105.540486840313,"ENSG00000154978","VOPP1"
"DKK2",1.51841161314611,0.567747882665225,5.36145004175889,1.10497805068587e-07,1.61858684397998e-07,6.56745438944264,"ENSG00000155011","DKK2"
"CYP2U1",-1.66834956761217,3.13956952187316,-24.7549844261818,5.59171063828334e-99,7.98822347777038e-98,214.840036452995,"ENSG00000155016","CYP2U1"
"PROM2",2.09384840482618,4.79815155569802,6.95525616281124,7.75981435074318e-12,1.32143358117752e-11,15.3084082578483,"ENSG00000155066","PROM2"
"PTPRN2",-1.50549014385469,1.33964115163413,-11.9195470908471,4.40805034484982e-30,1.3163777121249e-29,56.9934907687347,"ENSG00000155093","PTPRN2"
"AZIN1",1.26058833893611,7.28753620202755,20.3914619069682,1.16112565635615e-73,1.00813911517274e-72,156.414346976098,"ENSG00000155096","AZIN1"
"PIP4P2",-1.89572068391448,2.6952454591815,-22.5470167627208,4.67309573497964e-86,5.22853168090121e-85,185.171763963072,"ENSG00000155099","PIP4P2"
"GTF3C6",1.66050921430913,5.58832067348408,17.041960375202,3.60220231901499e-55,2.07919308572397e-54,114.152592606601,"ENSG00000155115","GTF3C6"
"MARVELD1",-2.15333776567247,5.55530769456274,-19.9426620453552,4.03413884428599e-71,3.30518947209396e-70,150.579449775281,"ENSG00000155254","MARVELD1"
"USP25",-1.10691137430682,5.95992835462239,-20.6094316776353,6.6865260644754e-75,5.94460112857514e-74,159.260111406847,"ENSG00000155313","USP25"
"GRAMD2B",-1.05569326921203,5.22122183215511,-13.118963022946,1.70826818655494e-35,5.94282448705183e-35,68.7792497486709,"ENSG00000155324","GRAMD2B"
"DBI",1.7358918864428,6.15879165107889,19.8215253274012,1.9442027240317e-70,1.56713161346049e-69,149.139846821299,"ENSG00000155368","DBI"
"TRIM74",-2.33535781443145,-0.685168401465033,-23.2212373773974,5.51912533261222e-90,6.67615139922018e-89,194.459107214812,"ENSG00000155428","TRIM74"
"GRIA1",-2.74929744326835,-3.16991350449828,-14.5173496286696,3.41011516886168e-42,1.42884071319852e-41,85.0285707704027,"ENSG00000155511","GRIA1"
"LRGUK",1.93121873510838,0.655936500744086,9.00848473346106,1.7588561366208e-18,3.74371294582997e-18,30.9409435819929,"ENSG00000155530","LRGUK"
"XAGE2",1.9418623440229,-3.97860697343686,6.04181743957027,2.41545488395888e-09,3.76051227605272e-09,10.6587984968139,"ENSG00000155622","XAGE2"
"PIK3AP1",2.07762710419632,3.15906979786703,10.7400618376365,4.21416990703042e-25,1.09288976640398e-24,45.7509697871129,"ENSG00000155629","PIK3AP1"
"TTN",-1.64579217401724,4.74210615519616,-13.5353277005764,1.90195271814222e-37,7.00058266776847e-37,73.270580693979,"ENSG00000155657","TTN"
"PDIA4",2.2127446263258,8.25770936994208,27.0507866333288,1.58650530792447e-112,2.9852655972089e-111,245.817496863013,"ENSG00000155660","PDIA4"
"OTOA",2.37581489367452,-1.15935024115809,10.9812868652203,4.31997921844876e-26,1.15537254687829e-25,48.371996130308,"ENSG00000155719","OTOA"
"C2CD6",-2.01854184285878,-1.98681259074547,-11.1297225223786,1.04494103173371e-26,2.8439548161228e-26,49.6342941707481,"ENSG00000155754","C2CD6"
"FZD7",-1.88660016365984,3.85928209528509,-12.4339350593316,2.31188154881729e-32,7.34805937609695e-32,61.6927570921153,"ENSG00000155760","FZD7"
"SPAG17",2.32428506866349,2.9111952134096,8.75129206466781,1.42051879589625e-17,2.94032388238023e-17,28.66401037293,"ENSG00000155761","SPAG17"
"DEPTOR",1.3462068467945,5.95434026613831,8.18185902443862,1.2209101124197e-15,2.37073751429776e-15,23.5380778318726,"ENSG00000155792","DEPTOR"
"FMN2",-2.05902689812334,-0.0711436919437048,-9.71853815246725,4.32333556747689e-21,9.95405785421059e-21,36.6216758807246,"ENSG00000155816","FMN2"
"PPARGC1B",-1.34728225868057,2.40585014600457,-13.258814397403,3.80673176027537e-36,1.34961020517242e-35,70.693235637111,"ENSG00000155846","PPARGC1B"
"SLC26A2",2.10359519833774,6.28128188961964,11.5312081146629,2.10500597367641e-28,6.00549872404934e-28,52.7162944302893,"ENSG00000155850","SLC26A2"
"LSM11",-1.56016359632155,3.39953286962913,-30.7801584458621,1.67610857247911e-134,4.82448215012427e-133,296.536391762657,"ENSG00000155858","LSM11"
"SLC24A2",-3.23812195078724,-1.71585206745952,-16.0316288325711,7.41344890190984e-50,3.77886584441886e-49,102.470509108175,"ENSG00000155886","SLC24A2"
"ADCY8",1.04468222617398,-4.15686620600409,3.95223937564807,8.48586923127206e-05,0.000110594005529796,0.599879308206779,"ENSG00000155897","ADCY8"
"RASA2",-1.10538807806545,4.86413395639628,-17.3088233938837,1.34720633553352e-56,8.05875175264446e-56,117.229124115399,"ENSG00000155903","RASA2"
"RAET1L",3.49320767802387,-1.85901877033801,12.0386243270966,1.3243221082368e-30,4.00349229358309e-30,58.6700814756379,"ENSG00000155918","RAET1L"
"RAB39B",2.03100774328349,0.487986192915425,9.81624637948773,1.84080614990349e-21,4.27723213970515e-21,37.732560257175,"ENSG00000155961","RAB39B"
"CLIC2",-1.73700620120727,3.46933157283902,-21.5215822832127,3.99427710612703e-80,3.93850624998156e-79,171.427425306322,"ENSG00000155962","CLIC2"
"AFF2",2.36221723139384,1.77455257883863,6.99315414953661,6.02602939857359e-12,1.03051010587568e-11,16.0683067502049,"ENSG00000155966","AFF2"
"MICU3",-3.46769367414258,1.75147561888279,-30.8177848602462,1.00872376482301e-134,2.93252810496796e-133,297.099735899443,"ENSG00000155970","MICU3"
"GRIP1",1.88501554082709,3.64234344090418,11.2246053849671,4.18853551447111e-27,1.1534673978358e-26,50.2322079218234,"ENSG00000155974","GRIP1"
"KIF5A",-3.22487589936143,0.834304494988767,-25.7252161892382,1.07000956232237e-104,1.7186166478443e-103,228.153319613401,"ENSG00000155980","KIF5A"
"MAGEA8",-1.98381718687815,-3.95159678791458,-10.3893240830612,1.08369348988377e-23,2.69809670911256e-23,42.8925274774799,"ENSG00000156009","MAGEA8"
"PSD3",-1.34783168127043,4.18638757060722,-12.7720905990308,6.78148193562997e-34,2.2509874291759e-33,65.1956606884219,"ENSG00000156011","PSD3"
"ELMSAN1",-1.38606098662679,5.34918046614217,-20.1126194466649,4.42020029586524e-72,3.71215954553575e-71,152.78392293049,"ENSG00000156030","ELMSAN1"
"GNA14",-2.87403688608056,1.79732309876936,-27.6989312593566,2.34937943389396e-116,4.81553765751027e-115,254.88209866515,"ENSG00000156049","GNA14"
"WIF1",2.80903564478994,1.03387141650613,4.7631753793221,2.29447817446485e-06,3.1822042456222e-06,3.70111642891598,"ENSG00000156076","WIF1"
"ADK",1.49992554411604,4.6667752785354,15.6860284890306,4.49298285480839e-48,2.18730393347538e-47,98.0224158687741,"ENSG00000156110","ADK"
"KCNMA1",-4.53651798488615,4.41600394566792,-31.48816603646,1.2040305348901e-138,3.83947068008923e-137,305.988008156915,"ENSG00000156113","KCNMA1"
"BATF",1.88084132128244,0.92605371109188,8.85637376657486,6.08515347771681e-18,1.27331252533366e-17,29.6902029642905,"ENSG00000156127","BATF"
"ADAMTS3",-2.23715902884607,1.01202626258903,-16.9042612389227,1.94646095914103e-54,1.10689961846879e-53,112.768249741941,"ENSG00000156140","ADAMTS3"
"ALX3",-1.59945039121419,1.5608265112359,-12.3914221595026,3.58750003063899e-32,1.13281613023961e-31,61.7224146856459,"ENSG00000156150","ALX3"
"CFAP161",2.00815984687285,-0.590485960432664,5.59715887930014,3.07252684810771e-08,4.60153565824185e-08,7.95248904473315,"ENSG00000156206","CFAP161"
"ADAMTSL3",-2.92582990167434,1.62927273983665,-20.396989795548,1.08015044169555e-73,9.38300007693996e-73,156.816755874113,"ENSG00000156218","ADAMTSL3"
"CXCL13",3.47432359726196,1.20485739560588,6.97680157795527,6.72169554874068e-12,1.14711413224424e-11,16.1021163101871,"ENSG00000156234","CXCL13"
"N6AMT1",-1.15936683231716,3.75879871665616,-20.7598589234084,9.28161302078137e-76,8.41909391167391e-75,161.398954068775,"ENSG00000156239","N6AMT1"
"CCT8",1.30937758292777,8.32644089697998,23.389114586468,5.76813516477675e-91,7.09045677795637e-90,196.208231738885,"ENSG00000156261","CCT8"
"MAP3K7CL",-1.08191758973297,1.80420999859828,-11.2605414843206,2.95855886271637e-27,8.17846945203828e-27,50.5045667023524,"ENSG00000156265","MAP3K7CL"
"CLDN8",1.7912568650102,-2.62505517127633,5.21051578957741,2.44570658404181e-07,3.53354261123509e-07,6.10220252562456,"ENSG00000156284","CLDN8"
"TSPAN7",-1.85312957075275,4.62866835048079,-11.8721220768209,7.10044964360892e-30,2.11281376890942e-29,55.9275572902459,"ENSG00000156298","TSPAN7"
"TIAM1",-1.35310029418233,3.82053756694282,-13.8105700315598,9.29192767695028e-39,3.55826771611512e-38,76.3959484528522,"ENSG00000156299","TIAM1"
"RPGR",-1.12847916234183,3.78215760525594,-14.0679956347265,5.34678416096949e-40,2.10861307076172e-39,79.2706385897982,"ENSG00000156313","RPGR"
