"","logFC","AveExpr","t","P.Value","adj.P.Val","B","ensembl_gene_id","hgnc_symbol"
"ZNF214",-1.9716328887808,0.57599815050884,-11.9723438373249,2.58888308591119e-30,7.77377993932671e-30,57.5896793768836,"ENSG00000149050","ZNF214"
"ZNF215",-1.37057851685287,0.938444473167657,-9.36678858819934,8.85994807839032e-20,1.9619661588341e-19,33.5579794435073,"ENSG00000149054","ZNF215"
"PAMR1",-1.49691711515079,4.42122508221903,-9.52371832542792,2.32705998715965e-20,5.2395646516104e-20,34.2102089168396,"ENSG00000149090","PAMR1"
"SERPING1",-1.89458434229308,8.09762649415391,-13.3024098499004,2.37930260861605e-36,8.48888840296374e-36,70.7833520330455,"ENSG00000149131","SERPING1"
"PTPRJ",1.81042004950103,4.89344451218869,11.9781350972822,2.4418458954974e-30,7.33731575454972e-30,57.3861715069013,"ENSG00000149177","PTPRJ"
"CCDC81",-1.52076831698254,0.333303750717982,-12.3615394284705,4.88285673169532e-32,1.53683994895275e-31,61.6091307596443,"ENSG00000149201","CCDC81"
"KLHL35",2.60118696042703,1.20473363039316,12.6595509104106,2.20944240573182e-33,7.22792645971121e-33,64.88506906362,"ENSG00000149243","KLHL35"
"ZC3H12C",-1.20518912340013,3.66656141409757,-12.6370562858817,2.79557026324253e-33,9.11630811399129e-33,63.8861235706911,"ENSG00000149289","ZC3H12C"
"NCAM1",-5.32148978411155,3.53995215759952,-31.4460573765723,2.12184005077798e-138,6.72931927376733e-137,305.457955350279,"ENSG00000149294","NCAM1"
"DRD2",-1.05341275510395,-1.3895840745247,-4.9231958141683,1.0509418095046e-06,1.47930745506687e-06,4.39673961770608,"ENSG00000149295","DRD2"
"C11orf52",3.12860640247707,2.97275003985009,11.1788349547162,6.51444393428353e-27,1.78441340367003e-26,50.0077693206002,"ENSG00000149300","C11orf52"
"ATM",-1.23658615314463,5.44683221086345,-21.2279063076411,1.94651202324249e-78,1.8645254926644e-77,167.397060611818,"ENSG00000149311","ATM"
"SLX4IP",1.23575078235738,3.74300370717725,14.5276453405661,3.03404940821825e-42,1.27371657828041e-41,84.7848751556275,"ENSG00000149346","SLX4IP"
"GRIK4",1.47689838530737,-0.380323299029376,5.99686708542319,3.14734346579137e-09,4.88295935904997e-09,10.1074229903955,"ENSG00000149403","GRIK4"
"ST14",6.46723574889735,7.27053760449296,18.9156914933944,2.26110023663998e-65,1.65022474592933e-64,137.947978071469,"ENSG00000149418","ST14"
"HYOU1",1.33411651940399,7.72581593421824,18.1065281643067,6.4575907682388e-61,4.25216141073573e-60,127.113848146857,"ENSG00000149428","HYOU1"
"ADAM33",-7.154429886959,2.89912853749258,-53.4046026354829,8.34465865436483e-256,5.59830311184945e-253,575.628865174876,"ENSG00000149451","ADAM33"
"ROM1",-1.87469069181462,1.87877680196645,-28.6657069866962,4.60323479839741e-122,1.03605451081866e-120,268.064614168083,"ENSG00000149489","ROM1"
"EML3",-1.46359602303362,5.36221087852799,-27.637181187925,5.44183387233153e-116,1.1050280353327e-114,253.79324479636,"ENSG00000149499","EML3"
"INCENP",1.12232046800502,4.21923207104344,8.65558707004825,3.05319451521788e-17,6.24201499401611e-17,27.5159271453466,"ENSG00000149503","INCENP"
"MS4A2",-4.16966034819834,-1.28755589871173,-25.6818246586204,1.92940458922619e-104,3.08474832721105e-103,227.635200921241,"ENSG00000149534","MS4A2"
"CHEK1",2.35093455263932,4.00540894137376,14.4307024995936,9.10041580098261e-42,3.76872157684092e-41,83.7875377767183,"ENSG00000149554","CHEK1"
"FEZ1",-2.63872759610985,2.4484667439246,-33.3002686756541,3.48103624318989e-149,1.39907177857053e-147,330.35078549475,"ENSG00000149557","FEZ1"
"ESAM",-2.1942600388864,4.24535395403876,-28.9629812476748,8.12472659552209e-124,1.87708087424757e-122,271.842060244655,"ENSG00000149564","ESAM"
"MPZL2",1.24540369051401,6.06088313180533,8.33594570147368,3.74581655494335e-16,7.38953609679675e-16,24.6730945832668,"ENSG00000149573","MPZL2"
"SCN2B",-4.08724760798263,-1.66441558761149,-23.5985813767516,3.4338534741144e-92,4.31843591557156e-91,199.519996871546,"ENSG00000149575","SCN2B"
"SIDT2",-1.60669971815794,5.24929244798161,-28.3657970178483,2.70950162496179e-120,5.91512350991345e-119,263.69799396345,"ENSG00000149577","SIDT2"
"TAGLN",-4.75854076828833,7.63564262831654,-22.9893407525721,1.24438979128966e-88,1.46760589110652e-87,190.940392411431,"ENSG00000149591","TAGLN"
"JPH2",-6.23467514685866,1.91063807151955,-51.333040116842,8.3196129313913e-246,3.92213536114212e-243,552.624685851345,"ENSG00000149596","JPH2"
"KIAA1755",-3.70563751587122,2.0140613984542,-37.7228140583065,2.19778021672463e-174,1.43580076106096e-172,388.323659928142,"ENSG00000149633","KIAA1755"
"SPATA25",-2.91654326481119,-1.64396849831852,-28.617847887718,8.81910136363251e-122,1.97981447986926e-120,267.350794889789,"ENSG00000149634","SPATA25"
"DSN1",1.21759120559458,4.25253392843695,10.7706835991345,3.16228510382611e-25,8.23156828324711e-25,45.7302568936984,"ENSG00000149636","DSN1"
"TM7SF2",3.08368449001348,5.68065404504431,15.8593164526108,5.76915636011537e-49,2.86944380922419e-48,100.129442388546,"ENSG00000149809","TM7SF2"
"PPP4C",1.66633403114507,6.72053132778421,29.855403515901,4.51133874077989e-129,1.16235275709636e-127,283.94371993802,"ENSG00000149923","PPP4C"
"ALDOA",1.17726872116446,9.93399053462415,16.3762364878808,1.18663102488629e-51,6.30088431266103e-51,105.877809539763,"ENSG00000149925","ALDOA"
"FAM57B",1.18345623345655,-1.74396884495593,5.62960484736611,2.56663937852234e-08,3.85548490178826e-08,8.1705767583862,"ENSG00000149926","FAM57B"
"HMGA2",5.2901395499846,2.83538250204477,8.03161786178036,3.79814936337831e-15,7.25642051975989e-15,23.4223014161885,"ENSG00000149948","HMGA2"
"MMP3",2.23083976137964,-0.325570476507717,5.72687163807191,1.48871436718257e-08,2.25472299268607e-08,8.64614431372146,"ENSG00000149968","MMP3"
"CNKSR2",-1.43304334986079,-0.633629528269681,-7.0918887105552,3.10151031265881e-12,5.3712911421473e-12,16.6570643984972,"ENSG00000149970","CNKSR2"
"CNTN5",2.45855745640964,-0.449806430184189,7.5183783005275,1.61055748479107e-13,2.91269613345885e-13,19.8256403175976,"ENSG00000149972","CNTN5"
"CLEC1A",-2.73217497774073,1.44396893163127,-34.5179826439597,3.33383453940351e-156,1.50653046297449e-154,346.551280190519,"ENSG00000150048","CLEC1A"
"FXYD4",3.5745684334399,-2.420317275897,9.23738492045441,2.63417437940594e-19,5.74636114306875e-19,33.0580268346825,"ENSG00000150201","FXYD4"
"CTF1",-1.52524607518836,3.30101841385957,-16.4725619160789,3.70867552024076e-52,1.99108732223944e-51,107.212134327223,"ENSG00000150281","CTF1"
"FCGR1A",2.94973908995328,1.81298929171205,13.1066386343936,1.94900007227673e-35,6.77219288062211e-35,69.5576583237124,"ENSG00000150337","FCGR1A"
"ARID5B",-1.20197874240951,6.23105437574278,-14.0919066790213,4.09497266506701e-40,1.61896210781423e-39,79.355462049483,"ENSG00000150347","ARID5B"
"LATS2",-1.67341352462405,3.95200315796107,-21.6851188657093,4.56339029191429e-81,4.59314580853208e-80,173.534398899431,"ENSG00000150457","LATS2"
"ADGRL3",-1.79057018293128,2.79235898454406,-9.47432076128925,3.55113243482499e-20,7.95356998724349e-20,34.0335909384996,"ENSG00000150471","ADGRL3"
"KIAA1328",-1.420537065558,2.7407168520792,-28.4206061132174,1.2864164388286e-120,2.83678406352556e-119,264.685001963717,"ENSG00000150477","KIAA1328"
"LYPD1",6.5351812059864,3.80224747123639,10.6440668884415,1.03280605413439e-24,2.65124885978897e-24,45.1516349679595,"ENSG00000150551","LYPD1"
"LYPD6B",4.67189276845764,2.04238901757539,11.4662424572022,3.9852740485563e-28,1.12830928792351e-27,52.9399351085487,"ENSG00000150556","LYPD6B"
"ADRA2A",-1.26477045326735,2.64522053728227,-7.21374076364333,1.35182721007203e-12,2.37055615012431e-12,16.9218162850553,"ENSG00000150594","ADRA2A"
"GPM6A",-2.86027783035042,0.426773803670215,-20.9792262187457,5.17793146465754e-77,4.84022821747167e-76,164.610342468899,"ENSG00000150625","GPM6A"
"WDR17",-4.40265784864998,-0.531052075302633,-31.1317407078583,1.46226532026267e-136,4.39006781090219e-135,301.410342244314,"ENSG00000150627","WDR17"
"DLG2",-2.31872527799908,1.5007108188719,-18.4976445872525,4.6250366573342e-63,3.21028708371988e-62,132.479928909301,"ENSG00000150672","DLG2"
"PPP1R1C",1.08814127781823,-1.21128905685694,3.94235972943574,8.83566671982699e-05,0.000115092625340857,0.315500020813356,"ENSG00000150722","PPP1R1C"
"C11orf53",1.03726517997206,-3.51000392832678,4.07096864192897,5.18708230653099e-05,6.81312324343525e-05,1.01378570336106,"ENSG00000150750","C11orf53"
"CCT5",1.60764426147501,8.02809103529655,24.7708934309647,4.50734096601228e-99,6.44967583840462e-98,214.856539897326,"ENSG00000150753","CCT5"
"DIXDC1",-2.78404297588776,3.93020324396298,-35.9623580019777,1.87776878599381e-164,1.01092348562006e-162,365.384008367886,"ENSG00000150764","DIXDC1"
"PIH1D2",1.36044597405856,2.7912924884942,10.4956597628736,4.08259710620919e-24,1.03102274972646e-23,43.4738632811895,"ENSG00000150773","PIH1D2"
"TIMM8B",1.89443863866875,5.31603367108974,18.0733462638056,9.80067899239824e-61,6.43164949828452e-60,127.025756449503,"ENSG00000150779","TIMM8B"
"IL18",2.10841310805015,3.53551461787736,8.71094967783835,1.96279800276449e-17,4.04168168601358e-17,28.2309949770438,"ENSG00000150782","IL18"
"C2orf50",3.30669978931955,-0.227671900774652,10.6219872662061,1.26825980189315e-24,3.24897278960526e-24,45.025780371795,"ENSG00000150873","C2orf50"
"FREM2",4.30824575370049,3.52839565304308,9.24307343991084,2.51159001228838e-19,5.48580823745882e-19,32.7696687053808,"ENSG00000150893","FREM2"
"FOXO1",-1.98326526218702,5.49096575525388,-21.3896723022638,2.29200641752229e-79,2.22726840896052e-78,169.536110827127,"ENSG00000150907","FOXO1"
"CRIM1",-1.60572479781317,5.56145077217422,-16.061170316862,5.20940742325781e-50,2.66552342868542e-49,102.06738834176,"ENSG00000150938","CRIM1"
"ITPR1",-3.95769558830849,4.11866182870814,-40.3950741147595,3.5368949141477e-189,3.33481394526909e-187,422.297875315566,"ENSG00000150995","ITPR1"
"PRSS53",-2.225619348169,2.15672370049084,-31.4497041829016,2.02022372461932e-138,6.41871811084422e-137,305.636949492219,"ENSG00000151006","PRSS53"
"SLC7A11",4.58541930470613,3.66843833244896,11.3790554129457,9.3496747272119e-28,2.62028239503145e-27,51.9807307399265,"ENSG00000151012","SLC7A11"
"NOCT",1.56098242416153,1.93693784319496,11.4702657071269,3.83108904623446e-28,1.08553746318174e-27,52.7933347069727,"ENSG00000151014","NOCT"
"ENKUR",2.95960215009905,1.10694254024075,7.20633850688873,1.42225089436671e-12,2.49204644404205e-12,17.5955832370981,"ENSG00000151023","ENKUR"
"GPR158",1.31420456950593,-0.851177190721293,3.67056542463766,0.000259445308941574,0.000331009995710573,-0.714141557343592,"ENSG00000151025","GPR158"
"CACNA2D4",-1.09209839586216,0.871111739827954,-11.733958142482,2.82691570570842e-29,8.26930918240349e-29,55.2647534069212,"ENSG00000151062","CACNA2D4"
"CACNA1C",-4.92125100227745,3.43873867908299,-48.365370709062,4.41418279884127e-231,1.22216810412997e-228,518.756228527397,"ENSG00000151067","CACNA1C"
"THRB",-2.46169094994112,2.65930779555616,-17.364162768422,6.79715691638977e-57,4.10110024533334e-56,118.103588728721,"ENSG00000151090","THRB"
"OXSM",1.21925986048249,3.57006469533861,14.9258082441557,3.19650981964067e-44,1.41838516367317e-43,89.3435506659115,"ENSG00000151093","OXSM"
"C12orf45",1.29519671207332,4.68466700990052,12.7204098239673,1.16745720469309e-33,3.84485471566538e-33,64.9396034891129,"ENSG00000151131","C12orf45"
"BTBD11",3.44063959463847,1.86510623511398,10.669550347697,8.14544233191775e-25,2.09528020344553e-24,45.3469920804383,"ENSG00000151136","BTBD11"
"IPMK",1.10422818549587,3.61477445429613,10.9577259228847,5.40487586559964e-26,1.4413277744023e-25,47.5935657546004,"ENSG00000151151","IPMK"
"MAT1A",2.54685039437446,0.987719911928579,7.94241834176496,7.39093705159888e-15,1.39948018878679e-14,22.7390262645926,"ENSG00000151224","MAT1A"
"SLC2A13",-1.29439947023972,2.55820967394187,-15.5895080557495,1.40269352521084e-47,6.75143023185782e-47,96.8830233152854,"ENSG00000151229","SLC2A13"
"TWF1",1.42113539855387,7.01403398587442,19.4582677138653,2.13416755264286e-68,1.65303217676507e-67,144.328303199342,"ENSG00000151239","TWF1"
"DIP2C",-1.79448060085178,4.64677787663369,-21.0774463203254,1.4185960906698e-77,1.34044266573961e-76,165.439512836503,"ENSG00000151240","DIP2C"
"AKAP6",-2.39049024399056,2.68838338511736,-21.7616989554235,1.65031263965596e-81,1.67655232227833e-80,174.669924698564,"ENSG00000151320","AKAP6"
"NPAS3",2.07701076077631,3.90523452523335,4.76832654084084,2.23830563558411e-06,3.10627458043549e-06,3.2471398728442,"ENSG00000151322","NPAS3"
"KCTD14",2.88134630414685,3.68458989698406,9.92448611210632,7.09559028236329e-22,1.66938739270654e-21,38.4093953949699,"ENSG00000151364","KCTD14"
"NDUFC2",1.23027577511571,6.63911826387442,17.5898930828035,4.13425324052967e-58,2.55994956601204e-57,120.701067637873,"ENSG00000151366","NDUFC2"
"ME3",-1.87724195756198,3.91722507685616,-20.9903202517666,4.47380337459296e-77,4.18875750204106e-76,164.349726348799,"ENSG00000151376","ME3"
"FER",-1.21702414244008,4.5170992775707,-19.897269156684,7.2749353565765e-71,5.92698259807398e-70,150.041263907785,"ENSG00000151422","FER"
"CDC123",1.31375156801778,6.26723743483811,21.4859336861279,6.40622101255506e-80,6.28833500967912e-79,170.874612712603,"ENSG00000151465","CDC123"
"CCDC3",-1.4417205998894,4.43371930919964,-11.2351155483608,3.7838975612879e-27,1.04335322734026e-26,49.7175296587085,"ENSG00000151468","CCDC3"
"PTPRO",-1.98206014677289,1.61174412236227,-19.2281497314226,4.1272957384398e-67,3.11520638535722e-66,141.798588718983,"ENSG00000151490","PTPRO"
"EPS8",-2.07399573499877,6.16446727596612,-20.6542506519157,3.71416506309004e-75,3.3189642005881e-74,159.862271576244,"ENSG00000151491","EPS8"
"FAM160B1",-1.08012473808293,5.16180478378746,-19.7173219205907,7.50339551156835e-70,5.99275310935379e-69,147.668853672378,"ENSG00000151553","FAM160B1"
"TEX9",1.33810933265915,3.78997632642031,9.65344073973066,7.60882819998349e-21,1.73854847121184e-20,35.8466781649129,"ENSG00000151575","TEX9"
"MMAA",1.1945717580172,4.21489428268314,13.794768094461,1.10609738585472e-38,4.22643082178836e-38,76.528193399501,"ENSG00000151611","MMAA"
"EDNRA",-2.48726712292292,3.92723334714242,-22.2933982432205,1.38614816254526e-84,1.50270866372137e-83,181.597042449204,"ENSG00000151617","EDNRA"
"NR3C2",-1.91302286432037,2.34897403833254,-17.8251249491842,2.20078645377193e-59,1.40668076632993e-58,123.936618408259,"ENSG00000151623","NR3C2"
"VENTX",-2.99798384263959,-1.30628420991966,-27.7865133213605,7.13818418211315e-117,1.47002770588666e-115,256.132669688252,"ENSG00000151650","VENTX"
"ANKAR",-1.85318141159939,1.39322540559591,-35.8114163734989,1.35401265182198e-163,7.09250531103029e-162,363.529070150144,"ENSG00000151687","ANKAR"
"INPP1",-1.24775800991126,3.90942050976402,-20.7785160336581,7.26352283684346e-76,6.61261110871923e-75,161.611195032144,"ENSG00000151689","INPP1"
"RNF144A",-1.74524023439381,5.00133950039802,-19.5754388752674,4.70255234849321e-69,3.67997400694334e-68,145.834459183948,"ENSG00000151692","RNF144A"
"FLI1",-1.97633362535467,3.42370144640186,-24.7364964451508,7.18355497332239e-99,1.02121230154574e-97,214.525560055185,"ENSG00000151702","FLI1"
"TMEM45B",3.25514303462247,2.39862239803273,11.0352118931975,2.58359672747191e-26,6.95350682260338e-26,48.7091796365212,"ENSG00000151715","TMEM45B"
"CENPU",2.1540236844755,4.11209094066046,12.8876021090079,2.00386891760513e-34,6.7595214716276e-34,66.9331648179638,"ENSG00000151725","CENPU"
"ACSL1",-1.47263542379098,5.11186793416242,-15.4387923342948,8.2407009399502e-47,3.89229749514084e-46,94.7336135409356,"ENSG00000151726","ACSL1"
"SERP2",-2.24719897234423,1.08244685133456,-22.9224798305294,3.05265330239502e-88,3.56647230768093e-87,190.380208174969,"ENSG00000151778","SERP2"
"ZNF385D",-2.65435336735315,1.25872311062063,-22.8050402639801,1.47488224926942e-87,1.69475435270135e-86,188.756619381575,"ENSG00000151789","ZNF385D"
"TDO2",3.76464032211011,0.678281616051444,12.6035890894723,3.96543762125301e-33,1.28758615836776e-32,64.3698803632336,"ENSG00000151790","TDO2"
"SACS",-1.2163901818346,4.43215562861012,-14.2357788524377,8.1826505311731e-41,3.30062962603003e-40,81.0333517083705,"ENSG00000151835","SACS"
"PABPC3",1.87300254684652,5.72523025550108,15.197192320391,1.38288553612813e-45,6.32616637993261e-45,92.1621769674672,"ENSG00000151846","PABPC3"
"CCL28",1.81160989396965,3.36770699418289,8.34201386539264,3.57421949978283e-16,7.05421031168952e-16,25.357046308637,"ENSG00000151882","CCL28"
"GFRA1",-4.00597673569288,1.5988206649014,-24.523887593605,1.2791349603089e-97,1.76938549664299e-96,211.746535061297,"ENSG00000151892","GFRA1"
"DST",-2.85660156942038,7.55801242933585,-17.6257134078445,2.64764786697381e-58,1.64997934060822e-57,121.175352746986,"ENSG00000151914","DST"
"BEND6",-1.80824691406027,0.966626365476822,-12.2989143071229,9.30193585090197e-32,2.90568887978659e-31,60.8511129348209,"ENSG00000151917","BEND6"
"GLT1D1",-2.37892956055951,-0.620656107571144,-14.6727012522633,5.82077677695223e-43,2.49586551918333e-42,86.6423734581145,"ENSG00000151948","GLT1D1"
"SCHIP1",-1.5439422993,3.28917437533479,-14.5554656521482,2.21208228221951e-42,9.32914682029856e-42,84.7789405654759,"ENSG00000151967","SCHIP1"
"KCNE4",-3.45538774214837,2.0664641885302,-27.7666055465635,9.35801481914659e-117,1.92490392087705e-115,255.738784370042,"ENSG00000152049","KCNE4"
"AP1S3",2.70850530358699,1.4867538501256,14.7238557409022,3.24485783620485e-43,1.39960571802476e-42,87.3431716209963,"ENSG00000152056","AP1S3"
"TUBA3E",-1.4842653852809,-1.98669506547375,-5.51839218830102,4.73745112384967e-08,7.05441010357775e-08,7.41744011569954,"ENSG00000152086","TUBA3E"
"TMEM163",1.87133042095236,0.450018344404195,8.85855285423822,5.97860898532238e-18,1.25146857711482e-17,29.7479751056584,"ENSG00000152128","TMEM163"
"HSPB8",-3.1421425564595,3.9662844761611,-23.2079384100209,6.59971299792133e-90,7.97221563869403e-89,193.832929375716,"ENSG00000152137","HSPB8"
"GEMIN6",1.01346013050118,4.03145366290949,11.1261756580626,1.0811547123895e-26,2.94068012602682e-26,49.0922382227753,"ENSG00000152147","GEMIN6"
"GRID2",1.13354122336335,-2.90901717694576,3.81844028006847,0.000145570557827677,0.000187809707114509,5.0684214371266e-05,"ENSG00000152208","GRID2"
"ARL11",1.21843515534809,0.102067305147121,8.42819911653392,1.83086710979568e-16,3.65189422483317e-16,26.3646120393675,"ENSG00000152213","ARL11"
"SETBP1",-2.38752472656257,3.83841977273172,-25.6592408328722,2.62223805145874e-104,4.17333013974406e-103,226.975168106509,"ENSG00000152217","SETBP1"
"SPC25",4.52705780886872,2.90741953045647,13.5331871166641,1.94686276332601e-37,7.15833203640294e-37,74.1373930060187,"ENSG00000152253","SPC25"
"KCNK13",2.98648126587182,-1.18679684635385,14.4387451234761,8.30905521280906e-42,3.44345094029528e-41,84.170952438019,"ENSG00000152315","KCNK13"
"SPOCK1",-1.25609765878327,4.60956735277338,-6.98967224632338,6.1679653313839e-12,1.05457576235375e-11,15.0632964218823,"ENSG00000152377","SPOCK1"
"GUCY1A2",-3.38310793756936,3.33540275554201,-31.1951985892082,6.21836230796493e-137,1.89627436604602e-135,302.070875873274,"ENSG00000152402","GUCY1A2"
"XRCC4",1.25268476200642,3.33060380981405,12.7517533502397,8.39910949524176e-34,2.7799936798008e-33,65.5180560540515,"ENSG00000152422","XRCC4"
"SUV39H2",1.60110640717186,3.66955742995339,14.0574945882402,6.01079222304704e-40,2.36566445727909e-39,79.5796665581608,"ENSG00000152455","SUV39H2"
"USP12",-1.08950075968506,4.4501316300912,-19.893402742269,7.6494997710461e-71,6.22632872171522e-70,150.005895669688,"ENSG00000152484","USP12"
"CCDC50",-1.05298039803122,6.22251258743331,-19.0782219516942,2.82564891757568e-66,2.10092898846004e-65,139.430024688232,"ENSG00000152492","CCDC50"
"TRIM36",1.99947039441594,1.55420938057351,8.73146441866464,1.66544136891458e-17,3.43709107879519e-17,28.6439303442461,"ENSG00000152503","TRIM36"
"PLEKHH2",-4.55915679106259,3.25157194057824,-42.3929376877706,5.31772661002756e-200,6.57851810345466e-198,447.230726814302,"ENSG00000152527","PLEKHH2"
"PFKM",-1.61093099827969,5.41402821069223,-15.9816861620925,1.34514034473635e-49,6.80489647135617e-49,101.123278991488,"ENSG00000152556","PFKM"
"IGSF10",-1.40031161231817,2.18777074737866,-9.99568848583039,3.7739261491582e-22,8.95627126799544e-22,38.7247138103721,"ENSG00000152580","IGSF10"
"SPEF2",-1.29192766527167,4.06896468696337,-12.2915772976361,1.00301059864008e-31,3.13202897817382e-31,60.2468743706213,"ENSG00000152582","SPEF2"
"SPARCL1",-4.45771129352481,7.12455416302156,-24.511878995075,1.5049446974206e-97,2.08009115349505e-96,211.432324462352,"ENSG00000152583","SPARCL1"
"MBNL1",-1.29761491063705,6.79865230997179,-22.1165434187876,1.46734888301384e-83,1.55781902412723e-82,179.183360180402,"ENSG00000152601","MBNL1"
"CAPSL",6.51284077573678,0.741122331818122,9.46396235459299,3.87941314645647e-20,8.67879998892398e-20,34.9131617236051,"ENSG00000152611","CAPSL"
"CCNO",4.6959795486672,3.27116425102104,10.5918989752012,1.67700398090593e-24,4.27973378770185e-24,44.6027392082597,"ENSG00000152669","CCNO"
"CLEC4F",-2.39201193490692,-0.168761364221914,-13.5734834283049,1.25422119266788e-37,4.64487903688022e-37,74.3837601777551,"ENSG00000152672","CLEC4F"
"TCTEX1D1",-2.20705859267232,-1.1714207655537,-14.3222764491273,3.09398942468096e-41,1.26360237730532e-40,82.7493474322054,"ENSG00000152760","TCTEX1D1"
"WDR78",1.40234017453913,3.1132998276525,7.23682535076269,1.15350508110251e-12,2.02930803123259e-12,17.3942468371759,"ENSG00000152763","WDR78"
"ANKRD22",4.99225273717671,1.94365952663061,11.2795818566597,2.46007676612173e-27,6.81886525209937e-27,51.1577931704182,"ENSG00000152766","ANKRD22"
"PANK1",1.60449765718809,3.13873060537038,12.2404516048505,1.69448607462488e-31,5.26579736320716e-31,60.3148243416984,"ENSG00000152782","PANK1"
"PRDM8",-5.11670011163184,-0.0650486932426114,-52.492051950231,1.98555501145716e-251,1.15446786882824e-248,565.391580613253,"ENSG00000152784","PRDM8"
"BMP3",3.9737571993927,-0.0488808267752936,9.82018556547026,1.7782800361528e-21,4.13525378890991e-21,37.893824031528,"ENSG00000152785","BMP3"
"HNRNPDL",-1.21960322291993,7.96345368286196,-24.5551434532651,8.37784920172873e-98,1.16164406697738e-96,211.972005772889,"ENSG00000152795","HNRNPDL"
"HHEX",-1.80285378307395,1.68904171741153,-19.3854523589875,5.455352182589e-68,4.18827940672975e-67,143.824376528902,"ENSG00000152804","HHEX"
"UTRN",-1.00295109190441,6.34435490602197,-11.4057166719114,7.20700707218289e-28,2.02662944317405e-27,51.3006533019589,"ENSG00000152818","UTRN"
"PART1",3.23811798651263,1.82630427707319,8.8718980922853,5.36520768641772e-18,1.12428300906036e-17,29.8290086648931,"ENSG00000152931","PART1"
"LMNTD1",3.66677539117586,-0.940238524662195,14.7149184301468,3.59392739520853e-43,1.54902089336848e-42,87.2749916884334,"ENSG00000152936","LMNTD1"
"MARVELD2",5.25810464375586,4.02067610382981,16.0611390202015,5.21135587635958e-50,2.66573843259062e-49,102.867301525093,"ENSG00000152939","MARVELD2"
"STK32B",-1.00950781942768,1.41244975408913,-5.57384907398967,3.49450509158115e-08,5.22498305438454e-08,7.2887179235356,"ENSG00000152953","STK32B"
"JAKMIP1",1.38238847057516,-0.565888825499032,6.37353543050415,3.25156089410138e-10,5.22448200772019e-10,12.3270076990135,"ENSG00000152969","JAKMIP1"
"ZIC1",4.44474834562967,0.463964172381472,6.37193491897434,3.28389462428645e-10,5.27594859827103e-10,12.430702346783,"ENSG00000152977","ZIC1"
"CPB1",-4.74907496934845,-2.78745467410755,-27.5063644345619,3.22554467054961e-115,6.44480821172931e-114,252.316555246736,"ENSG00000153002","CPB1"
"LGI2",-2.92515593645089,2.0777300967037,-22.756333235516,2.83334377246868e-87,3.23866418238343e-86,187.968006464592,"ENSG00000153012","LGI2"
"CENPH",2.17319016552957,3.63971832820039,13.7816886292833,1.27762350693176e-38,4.87649602437872e-38,76.6077571923805,"ENSG00000153044","CENPH"
"BANK1",2.90617799705104,1.46421504735779,12.6439461785377,2.60125823960181e-33,8.490596458341e-33,64.7220930853873,"ENSG00000153064","BANK1"
"DAB2",-1.11009710359228,5.56225498708285,-9.90413634210446,8.49347999914895e-22,1.99182268923306e-21,37.4313289503426,"ENSG00000153071","DAB2"
"ACOXL",2.0509999516281,-0.731503881835752,9.76661581222143,2.84255240290855e-21,6.5785646230508e-21,37.3860892733351,"ENSG00000153093","ACOXL"
"CLGN",2.93930419912839,2.61708363636143,8.79053923167158,1.03595422354071e-17,2.15274595201581e-17,29.0760166243594,"ENSG00000153132","CLGN"
"SYCP2L",-2.26861107287387,-1.1855244595085,-14.0186914383833,9.25983886206798e-40,3.6304645824017e-39,79.3696027447559,"ENSG00000153157","SYCP2L"
"BMP6",-1.36752778773117,1.2433183730999,-10.0044030834254,3.49248113284826e-22,8.29737788072353e-22,38.9870538829546,"ENSG00000153162","BMP6"
"PTPRR",-2.24161396978872,0.543633767639798,-14.4928189868145,4.50400111161546e-42,1.87995432854531e-41,84.4847368610186,"ENSG00000153233","PTPRR"
"CCDC148",1.31525608710761,0.77881356635154,8.76500453950194,1.27232650874384e-17,2.63702368013532e-17,28.9347729328646,"ENSG00000153237","CCDC148"
"PLA2R1",-3.16465574350409,3.63182418770901,-33.7743896985347,6.34423093440854e-152,2.65377506448173e-150,336.558883308646,"ENSG00000153246","PLA2R1"
"RBMS1",-1.41941873032231,6.10835072775992,-16.7619867265381,1.10546379148671e-53,6.16648702107539e-53,110.500572638217,"ENSG00000153250","RBMS1"
"SCN3A",-2.84062651148285,-0.0618772544543732,-16.1737313295647,1.35428866285367e-50,7.02434051327877e-50,104.041241782092,"ENSG00000153253","SCN3A"
"CD96",1.23812691148411,1.71408760708228,6.11602112575133,1.55467480296995e-09,2.43824785004539e-09,10.5348607220805,"ENSG00000153283","CD96"
"SLC25A27",-3.29926617324102,3.05071945529337,-37.7106175597762,2.57217401261008e-174,1.67412057096857e-172,388.123804796079,"ENSG00000153291","SLC25A27"
"ADGRF1",5.5231647933222,0.942376602991248,11.0155914615878,3.11562254344405e-26,8.36217941610934e-26,48.709694734368,"ENSG00000153292","ADGRF1"
"ASAP1",-1.2879906966091,5.14678221479542,-14.8521501926503,7.45810233196694e-44,3.27439413482253e-43,87.9491363194304,"ENSG00000153317","ASAP1"
"FAM81B",4.83167834480063,-0.0366832402125253,8.97971746936743,2.22701593603201e-18,4.72232421252204e-18,30.9046559380484,"ENSG00000153347","FAM81B"
